I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;0;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;I;I;I;I;I;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;0;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;0;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;0;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;T;T;T;T;T;T;T;T;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;0;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;I;T;T;T;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;0;0;0;0;0;0;I;I;I;I;I;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;0;0;0;0;0;0;0;I;I;I;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;I;I;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;0;0;0;I;H;H;H;H;H;H;I;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;0;0;I;I;I;0;0;0;0;I;I;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;I;0;0;0;0;0;0;0;0;0;I;I;I;I;I;I;0;0;0;0;0;0;0;0;I;I;I;I;I
