0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;6;6;6;6;0;0;0;6;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;6;6;6;6;0;6;6;6;6;6;6;6;6;0;0;0;6;6;6;6;E;E;E;E;E;E;E;E;E;E;E;E;6;6;6;6;6;6;6;6;6;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;0;0;6;6;0;6;6;6;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;6;6;6;6;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;E;E;E;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;6;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;0;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;6;6;0;0;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;6;6;6;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;E;E;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;0;6;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;0;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;0;6;0;0;0;0;6;0;6;6;6;6;6;6;0;6;6;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;E;E;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0
0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;6;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;0;6;6;6;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;E;E;0;6;6;0;6;6;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;6;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0
0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;0;6;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;6;6;6;6;6;6;0;6;6;6;6;6;6;6;6;6;6;6;6;E;E;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;6;0;6;0;0;6;6;6;6;6;6;0;0;6;6;6;6;6;6;0
0;0;0;0;6;6;6;6;6;6;6;6;6;0;0;6;6;6;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;6;6;6;6;6;6;0;6;0;6;6;6;6;6;6;6;6;6;6;E;E;0;0;6;6;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;6;6;6;6;0;6;0;0;6;6;0;6;6;6;0
0;0;0;0;6;6;6;6;6;6;0;6;0;0;0;6;6;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;0;0;0;6;6;6;6;6;6;6;6;0;0;6;6;6;6;6;6;6;0;6;6;E;E;E;0;6;6;6;0;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;6;6;6;6;0;0;0;0;6;0;0;6;6;6;0
_;_;0;0;6;6;6;6;6;6;0;6;0;0;0;0;6;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;6;6;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;6;6;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;0;6;6;6;6;6;6;6;0;6;6;E;E;E;6;6;6;6;0;0;6;6;6;6;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;6;6;0;0
_;_;_;_;6;6;6;6;0;6;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;6;6;6;6;6;6;0;6;6;6;6;6;0;0;0;0;0;0;0;6;6;6;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;6;6;6;6;6;6;6;6;0;0;6;6;6;E;6;6;6;6;0;0;0;6;6;6;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;6;6;0;0
