J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0
n;n;n;n;n;n;n;n;n;0;0;0;0;0;0;0;0
n;n;n;n;n;n;n;n;n;0;0;0;0;0;0;0;0
n;n;n;n;n;n;n;n;n;0;0;0;0;0;0;0;0
n;n;n;n;n;n;n;n;n;0;0;0;0;0;0;0;0
n;n;n;n;n;n;n;n;n;0;0;0;0;0;0;0;0
n;n;n;n;n;n;n;n;n;0;0;0;0;0;0;0;0
n;n;n;n;n;n;n;n;n;0;0;0;0;0;0;0;0
