E;E;E;E;E;E;E;E;E;E;E;0;0;0;0;e;e;e;e;0;0;0;0;0;0;0;0;0;a;a;0;0;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;e;e;e;0;0;0;0;0;0;0;0;0;0;0;0
E;E;E;E;E;E;E;E;E;E;E;0;0;e;e;e;e;e;e;0;0;0;0;0;0;0;0;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;a;a;0;0;0;0;0;0;0;0;0;a;a;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;e;e;e;0;0;0;0;0;0;0;0;0;0;0;0
E;E;E;E;E;E;E;e;e;e;e;e;e;e;e;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;a;a;0;0;0;0;0;0;0;0;0;a;a;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;e;e;e;e;e;0;0;0;0;0;0;0;0;0;0
E;E;E;E;E;E;E;e;e;e;e;e;e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;a;a;0;0;0;0;0;0;0;0;a;a;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;e;e;e;e;e;e;0;0;0;0;0;0;0;0;0
E;E;E;E;E;e;e;e;e;e;e;e;e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;a;a;a;0;0;0;0;0;0;0;a;a;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;e;e;e;e;e;e;e;e;0;0;0;0;0;0;0
E;E;E;E;E;e;e;e;e;e;e;e;e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;a;a;a;a;0;0;0;0;a;a;a;a;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;e;e;e;e;e;e;e;e;e;e;e;e;0;0;0;0;0;0
E;E;E;E;E;E;e;e;e;e;e;e;e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;a;a;a;a;0;a;a;a;a;a;a;a;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;e;e;e;e;e;e;e;e;e;e;e;e;0;0;0;0;0;0
E;E;E;E;E;E;e;e;e;e;e;e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;e;e;e;e;e;e;e;e;e;e;e;e;0;0;0;0;0;0
E;E;E;E;E;E;e;e;e;e;e;e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;0;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;e;e;e;e;e;e;e;e;e;e;e;e;e;e;e;0;0;0;0
0;0;0;0;0;0;0;0;e;e;e;e;e;e;e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;0;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;e;e;e;e;e;e;e;e;e;e;e;e;e;0;0;0;0
0;0;0;0;0;0;0;0;e;e;e;e;e;e;e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;0;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;e;e;e;e;0;e;e;e;e;e;e;e;e;0;0;0;0
