v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;0;0;0;0;0;0;v;v;v;v;v;v;v;v;v;v;v;0;0;0;0;0;0;0;0;0;v;v;0;0;0;0;0;0;v;v;v;v;v;v;0;0;0;0;0;0;0;0;0;v;v;v;0;0;0;v;v;0;0;0;0;0;v;v;v;v;v;v;v;v;v;v;v;v;v;0;0;0;0;0;0;0;0;v;v;v;v;v;v;v;v;v;v;0;0;0;0;0;0;v;v;v;v;v;v;0;0;0;0;v;v;v;v;v;v;v;v;v;v
v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;0;0;0;0;0;0;v;v;v;v;v;v;v;v;v;v;v;0;0;0;0;0;0;0;0;0;v;v;0;0;0;0;0;0;v;v;v;v;v;v;0;0;0;0;0;0;0;0;0;v;v;v;0;0;0;v;v;0;0;0;0;0;v;v;v;v;v;v;v;v;v;v;v;v;v;0;0;0;0;0;0;0;0;v;v;v;v;v;v;v;v;v;v;0;0;0;0;0;0;v;v;v;v;v;v;0;0;0;0;v;v;v;v;v;v;v;v;v;p
v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;0;0;0;0;0;0;v;v;v;v;v;v;v;v;v;v;v;0;0;0;0;0;0;0;0;0;v;v;0;0;0;0;0;0;v;v;v;v;v;v;0;0;0;0;0;0;0;0;0;v;v;v;0;0;0;v;v;0;0;0;0;0;v;v;v;v;v;v;v;v;v;v;v;v;v;0;0;0;0;0;0;0;0;v;v;v;v;v;v;v;v;v;v;0;0;0;0;0;0;v;v;v;v;v;v;0;0;0;0;v;v;v;v;v;v;v;v;p;p
v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;0;0;0;0;0;0;v;v;v;v;v;v;v;v;v;v;v;0;0;0;0;0;0;0;0;0;v;v;0;0;0;0;0;0;v;v;v;v;v;v;0;0;0;0;0;0;0;0;0;v;v;v;0;0;0;v;v;0;0;0;0;0;v;v;v;v;v;v;v;v;v;v;v;v;v;0;0;0;0;0;0;0;0;v;v;v;v;v;v;v;v;v;v;0;0;0;0;0;0;v;v;v;v;v;v;0;0;0;0;v;v;v;v;v;v;v;v;v;p
v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;0;0;0;0;0;0;v;v;0;0;0;0;0;0;v;v;v;0;0;0;0;0;0;0;0;0;v;v;0;0;0;0;0;0;v;v;v;v;v;v;0;0;0;0;0;0;0;0;0;v;v;v;0;0;0;v;v;0;0;0;0;0;v;v;v;v;v;v;v;v;v;v;v;v;v;0;0;0;0;0;0;0;0;v;v;v;v;v;v;v;v;v;v;0;0;0;0;0;0;v;v;v;v;v;v;0;0;0;0;v;v;v;v;v;v;v;v;v;p
v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;0;0;0;0;0;0;v;v;0;0;0;0;0;0;v;v;v;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;v;v;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;v;v;0;0;0;0;0;v;v;v;v;v;v;v;v;v;v;v;v;v;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;v;v;v;v;v;v;v;v;p;p
v;v;v;v;v;0;0;0;0;0;0;0;0;0;v;v;0;0;0;0;0;0;0;0;0;0;0;0;0;0;v;v;v;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;v;v;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;v;v;v;v;v;v;v;v;v;v;v;v;v;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;v;v;v;v;v;v;v;v;v;p
v;v;v;v;v;0;0;0;0;0;0;0;0;0;v;v;0;0;0;0;0;0;0;0;0;0;0;0;0;0;v;v;v;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;v;v;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;v;v;v;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;v;v;v;v;v;v;v;v;p;p
v;v;v;v;v;0;0;0;0;0;0;0;0;0;v;v;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;v;v;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;v;v;v;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;v;v;v;v;v;v;v;p;p;p
v;v;v;v;v;0;0;0;0;0;0;0;0;0;v;v;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;v;v;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;v;v;v;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;v;v;v;v;v;v;v;v;v;p
v;v;v;v;v;0;0;0;0;0;0;0;0;0;v;v;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;v;v;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;v;v;v;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;v;v;v;v;v;v;v;v;p;p
v;v;v;v;v;0;0;0;0;0;0;0;0;0;v;v;0;0;0;0;0;0;0;v;v;v;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;v;v;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;v;v;v;v;v;p;p;p;p;p
v;v;v;v;v;0;0;0;0;0;0;0;0;0;v;v;0;0;0;0;0;0;0;v;v;v;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;v;v;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;v;v;v;v;v;v;v;p;p;p
v;v;v;v;v;0;0;0;0;0;0;0;0;0;v;v;0;0;0;0;0;0;0;v;v;v;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;v;v;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;v;v;v;v;v;v;p;p;p;p
