m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;0;0;0;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m
m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;0;0;0;m;0;0;m;m;m;m;m;m;m;m;m;m;m;m;m;m;0;0;0;0;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m
m;m;m;m;m;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m
m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m;m;m;m;m;m;m
m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m;m;m;m
m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m;m
m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m
m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m
m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m;m;m;m;0;0;0;0;0;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m
m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;0;0;0;m;m;m;0;0;0;0;0;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m
m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m
