0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;C;C;C;r;r;r;r;0;0;0;0;0;0;0;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r
0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;C;C;C;r;r;r;r;0;0;0;0;0;0;0;r;r;r;C;C;C;C;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r
0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;r;C;C;r;r;r;r;0;0;0;0;0;0;0;r;r;C;C;C;C;C;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r
0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;r;r;r;0;0;0;0;0;0;0;0;r;C;C;C;C;C;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r
0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;r;r;r;r;r;r;0;0;0;0;0;0;0;0;r;C;C;C;C;C;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r
0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;r;r;0;0;0;0;0;0;0;0;0;0;0;r;r;C;C;r;r;C;C;C;C;r;r;r;r;r;r;0;0;0;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r
0;0;0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;0;0;0;0;0;0;0;0;0;r;r;r;r;C;C;r;r;C;C;C;C;r;r;r;r;r;r;r;0;0;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r
0;0;0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;r;r;C;C;C;C;C;C;r;r;r;r;r;r;r;r;0;0;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r
0;0;0;0;0;0;0;0;0;0;0;0;r;C;C;C;C;r;0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;r;r;r;r;C;C;C;r;r;r;r;r;r;r;r;0;0;0;r;r;r;r;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
0;0;0;0;0;0;0;0;0;0;0;0;r;C;C;C;C;r;0;0;0;0;0;0;0;0;0;0;r;r;r;r;C;C;C;r;r;r;C;C;C;r;r;r;r;r;r;r;r;r;0;r;r;r;r;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
0;0;0;0;0;0;0;0;0;0;0;0;r;C;C;C;r;r;0;0;0;0;0;0;0;0;r;r;r;r;r;C;C;C;C;r;r;r;r;r;r;r;r;r;r;r;0;r;r;r;r;r;r;r;r;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
0;0;0;0;0;0;0;0;0;0;r;r;r;C;C;C;r;r;0;0;0;0;r;r;0;0;r;r;r;r;C;C;C;C;C;r;r;r;r;r;r;r;r;r;r;0;0;0;r;r;C;C;r;r;r;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
