C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
C;C;C;C;C;C;C;C;C;C;C;C;C;0;0;0;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
C;C;C;C;C;C;C;C;C;C;C;C;r;r;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
C;C;C;C;C;C;C;C;C;C;C;C;r;r;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;r;r;C;C;C;C;C;C;C;C
C;C;C;C;C;C;C;C;C;C;C;C;r;r;C;C;C;C;C;C;C;C;C;C;C;C;C;C;r;r;r;r;r;r;C;C;C;C;C;C
C;C;C;C;C;C;C;C;C;C;C;C;r;r;C;C;C;C;C;C;C;C;C;C;C;C;C;r;r;r;r;r;r;r;C;C;C;C;C;C
C;C;C;C;C;C;C;C;C;C;C;C;r;r;C;C;C;C;C;C;C;C;C;C;C;C;C;r;r;r;0;r;r;r;r;r;C;C;C;0
C;C;C;C;C;C;C;C;C;C;C;C;r;r;C;C;C;C;C;C;C;C;C;C;C;C;r;r;r;0;0;r;r;r;r;r;r;C;C;0
C;C;C;C;C;C;C;C;C;C;C;C;C;0;r;r;r;C;r;r;C;C;C;C;C;C;r;r;r;0;0;0;r;r;r;r;C;r;C;C
0;0;0;0;3;r;3;C;C;C;r;r;r;3;r;r;r;r;r;r;r;C;C;C;C;C;r;r;r;0;0;0;0;0;0;r;r;r;C;C
0;0;0;3;3;r;C;C;C;C;r;r;r;r;r;0;r;r;r;r;r;r;r;C;C;C;C;r;r;0;0;0;0;0;0;r;r;r;r;r
C;C;C;3;r;r;C;C;C;C;r;r;r;r;r;0;r;r;r;r;r;r;r;C;C;C;C;r;r;0;0;0;0;0;0;r;r;r;r;r
C;C;C;C;C;C;C;C;C;C;C;r;r;r;0;0;0;r;C;r;r;r;r;C;C;C;C;r;r;r;0;0;0;0;0;0;r;r;r;r
C;C;C;C;C;C;C;C;C;C;C;r;r;0;0;0;0;r;r;0;0;C;C;C;C;C;C;r;r;r;0;0;0;0;0;0;r;r;r;r
C;C;C;C;C;C;C;C;C;C;r;r;r;0;0;0;0;0;0;0;0;C;C;C;C;C;C;r;r;r;0;0;0;0;0;0;0;r;r;r
C;C;C;C;C;C;C;C;C;r;r;r;0;0;0;0;0;0;0;0;0;C;C;C;C;C;C;C;r;r;r;0;0;0;0;0;0;r;r;r
C;C;C;C;C;C;C;C;C;r;r;r;0;0;0;0;0;r;r;0;0;C;C;C;C;C;C;C;r;r;r;r;0;0;0;r;r;r;r;r
C;C;C;C;C;C;C;C;C;r;r;r;0;0;0;0;0;r;r;r;r;r;C;C;C;C;C;C;r;r;r;r;r;r;r;r;r;r;r;r
C;C;C;C;C;C;C;C;C;C;r;r;r;r;r;0;r;r;r;r;r;r;0;0;0;C;C;C;r;r;r;r;r;C;r;r;r;C;r;r
C;C;C;C;C;C;C;C;C;C;C;r;r;r;r;0;r;r;C;C;C;0;0;0;C;C;C;C;C;C;r;r;r;C;C;C;C;C;C;C
0;0;0;0;C;C;C;C;C;C;C;r;r;r;r;r;r;r;C;C;C;0;0;0;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
0;0;0;0;C;C;C;C;C;r;r;r;r;r;r;r;r;r;C;C;C;0;0;0;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
0;0;C;C;C;C;C;C;C;r;r;r;r;r;r;r;r;r;C;C;C;0;0;0;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
0;0;C;C;C;C;C;C;C;r;r;r;r;r;r;r;r;r;C;C;0;0;0;0;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
0;0;C;C;C;C;C;C;C;r;r;r;C;C;C;C;C;C;0;0;0;0;0;0;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
0;0;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;0;0;0;0;0;0;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
