1 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 P 0 0 1 1 1 1 1 1 1 1 S 0 1
1 0 0 0 0 0 0 0 0 0 0 S 0 0 0 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 S 0 0 1 1 1 1 1 1 1 1
1 0 0 S 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1 0 0 0 0 0 0 0 0 S 0 0 0 S 0 0 0 0 0 0 1 0 0
1 0 0 0 0 0 0 0 0 0 S 0 0 0 0 0 0 0 0 0 1 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 S
1 0 S 0 0 0 0 S 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 S 0 0 0 0 0
1 0 0 0 0 0 0 0 1 S W W W W W W W W W 1 0 0 0
1 0 0 0 0 0 0 0 1 S W W W W W W W W W 1 0 0 0
1 0 0 0 0 0 0 0 S S W W W W W W W W W 1 0 0 0
1 0 0 0 0 0 0 0 0 0 > _ O S W W W W W 1 0 0 0
1 0 0 0 0 0 0 0 0 0 > 1 0 _ F > D L Q R _ 0 0
1 0 0 0 0 0 0 0 0 0 > R R < R B _ L D < > W W
1 0 0 0 0 0 0 0 0 0 C D 1 B S _ _ D ^ D R F 1
1 0 0 0 0 0 0 0 S 0 D 0 < Q Q L S Q R R v > S
1 0 0 0 0 0 0 0 0 0 D 0 < F C S F C L D Q 1 ^
1 0 0 0 0 0 0 0 0 0 D 0 < Q W F < > < W S W <
1 0 0 0 0 0 0 0 0 0 D 0 < F 1 _ D R 0 B v D ^
1 0 0 0 0 0 0 0 0 0 D 0 < C S R ^ B F F O B F
1 0 0 0 0 0 0 0 0 0 0 ^ O L L > < R O D D F C
1 0 S 0 S 0 0 S 0 P 0 1 W B L _ L 1 D 1 1 F >
1 0 0 0 0 0 0 0 0 0 0 1 W R < C ^ B F Q C D S
1 1 1 1 1 0 0 0 0 0 0 0 W 0 v < B S O S W > 0
