1 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 C C C 0 P 0 0 0 0 0 0 0 0 0 0 0 0 S
1 0 0 S 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 S 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 S 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 S 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0
1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 0 0 0 0
1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0
1 0 0 0 S 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0
1 0 0 0 0 S 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0
1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 ^ ^ ^ ^ ^ ^
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1
1 0 S 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1
1 0 1 1 1 1 _ _ 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1
1 0 0 0 0 1 0 0 1 1 W W W W W W W W W W W 1 1
1 0 0 0 0 1 0 0 1 1 W W W W W W W W W W W 1 1
1 0 0 0 0 1 1 1 1 1 W W W W W W W W W W W 1 1
1 0 0 0 0 1 1 1 1 1 W W W W W W W W W W W 1 1
1 0 0 0 0 1 1 1 1 1 W W W W W W W W W W W 1 1
1 0 0 0 0 0 1 1 1 1 W W W W W W W W W W W 1 1
1 0 0 0 0 0 v 1 1 1 W W W W W W W W W W W 1 1
1 0 0 0 0 0 0 1 1 1 W W W W W W W W S W W 1 1
1 0 0 0 0 0 0 1 1 1 W W S W W W W W W W W 1 1
1 0 0 0 0 0 0 1 1 1 W W W W W W W W S W W 1 1
1 0 0 0 0 0 0 1 1 1 W W W W W W W W W W W 1 1
1 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 S 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 S 0 1 1 1
1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 P 0 1 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 S 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1
