1 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 P 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 S 0 0 0 0 0 0 0 0 0 0 0 0 S 0 1
1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 S 0 0 0 0
1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 S 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 1 1 1 1 0 0
1 0 0 0 0 0 0 0 0 0 1 S 0 0 1 1 1 1 1 1 1 0 0
1 0 0 0 0 0 0 0 0 0 1 1 S 0 1 1 1 1 1 1 1 0 0
1 0 0 0 0 0 S 1 1 1 1 1 S 0 0 1 1 1 1 1 1 0 0
1 0 0 0 0 0 0 1 1 1 1 1 1 1 S 1 1 1 1 1 1 0 0
1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 S 1 1 1 1 0 0
1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0
1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0
1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0
1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0
1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0
1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0
1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0
1 0 0 0 0 0 0 0 0 0 0 S 1 1 1 1 1 1 1 1 1 0 0
1 0 0 0 0 0 0 0 0 0 0 0 S 1 1 1 1 1 1 1 1 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0
1 0 0 S W W W W W W W W W W W W W 1 1 1 1 0 S
1 0 0 S W W W W W W W W W W W W W 1 1 1 1 0 0
1 0 0 S W S W W W W W W W W W W W 1 1 1 1 0 0
1 0 0 S W W W W W W W W W W W W W 1 1 1 1 0 0
1 0 0 S W W W W W S W S W W W W W 1 1 S 1 0 0
1 0 0 S W W W W W W W W W W W W W 1 1 1 1 0 0
1 0 0 S W W W W W W W W W W W W W 1 1 1 1 0 0
1 0 0 S W W W W W W W W W W W W W 1 1 1 1 0 0
1 0 0 S W W W W W W W W W W W W W 1 1 1 0 0 0
1 0 0 S W W W W 0 0 0 W W W W W W 1 1 1 0 0 0
1 0 0 1 F F W W 0 P 0 W W W W W W 1 1 1 0 0 0
1 0 1 F < S R _ 0 0 0 L < O 0 1 1 1 1 1 0 0 0
1 1 1 1 W 1 ^ 0 0 0 0 0 < F Q 0 0 0 0 1 S 0 0
