1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 D 0 L 1 C > D F _ L ^ Q C F D B < F W 1 O D B O D F F L B _ _ S Q B > F > 0
1 0 0 < W C W W L _ F R S L 0 < R C ^ F v F _ ^ W W 0 R R 0 _ < 1 < F R v 1 1 1
1 0 1 L v R < O _ F F D W B D _ < > O ^ 0 B ^ C B < B O > Q O < O < _ _ L W ^ _
1 0 v R Q > O L R 0 W ^ Q > 0 W _ R D W < R F v C C ^ D R v F L L L ^ C F W 0 ^
0 0 S Q D ^ 1 > ^ _ _ v R _ O < F D < O v ^ v > F > R L B < > _ 0 D < 0 _ L v 0
0 0 O C _ S ^ > O B v F 1 B D 1 > v D > Q _ S < R ^ F R < Q R Q _ R S Q v C S 0
0 0 0 0 1 S > S B D 0 ^ W 0 _ 1 < D < _ > > D C B 1 v W > S O v L S v S 0 0 0 0
0 0 P 0 0 W _ < 0 B Q ^ _ Q _ 1 Q _ 1 1 v L < W O L Q _ ^ L S ^ Q R 1 > 0 P 0 0
0 0 0 0 _ _ v O C Q B L D S > _ O S < _ W C D F C > D 1 > v S B 0 D R L 0 0 0 0
1 0 B < > < C 1 B 0 _ < C L v F < F W ^ > W ^ C W ^ L B O 1 S Q R 0 D O ^ C < B
1 0 _ R _ F R R O < S _ _ _ C _ ^ O Q < ^ L 0 L O O R B R R F v F 0 L > O v S 0
1 0 v L W _ _ v ^ O D ^ F R O _ > v < O W S W ^ S Q > S Q _ > F _ B R C ^ W W _
1 0 v > < S R 0 O 0 W W R 0 F < W L W R 1 v < v v > F W F F 0 S v C 0 > R _ ^ <
1 0 R R > R 0 C F W 1 < S B C v L C S > > L _ > O B B < < W > < v < S 0 F ^ Q <
1 0 v L O Q F O D v L O F S B S v L 1 O R L O C C S L < v O S Q F Q 0 _ v _ L O
1 0 < ^ 0 R < ^ C R ^ v R 0 D S B 0 v B L _ L ^ C Q 1 1 > B < Q D ^ _ F > ^ Q Q
1 0 Q ^ < 1 < C ^ < L Q F W F D < 1 Q ^ L _ F 1 C v v O 1 C S O O Q D F _ 0 W 0
1 0 O v Q L W S S > B _ 0 > 1 Q _ ^ C F W L 0 R v R 0 v Q > L > W ^ D D _ R B W
1 0 < L < O F D O S F R L ^ R 1 < 0 1 D W R S < F L _ 0 > F < L C L F < 0 1 1 B
1 0 > > L F 0 W < _ > S C B 0 0 B C S O < v L B < R ^ L 0 O ^ > < 0 < D ^ Q D L
1 1 L ^ F L B L B S < Q ^ S S Q 1 O _ F B L F Q > > F 0 _ _ v C 0 _ F B L v D 1
