0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;S;S;0;0;0;0;0;0;0;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;0;0;0;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;S;S;S;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;E;E;I;I;E;E;E;E;I;I;E;E;0;0;0;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;E;E;S;S;S;E;E;E;E;E;E;E;E;E;E;E;E;E;E;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;S;S;S;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;E;E;I;I;E;E;E;E;I;I;E;E;0;0;0;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;E;E;S;S;S;E;E;S;S;S;S;S;S;S;S;S;S;E;E;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
E;E;E;E;E;S;S;S;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;E;E;I;I;E;E;E;E;I;I;E;E;0;0;0;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;E;E;S;S;S;E;E;S;S;S;S;S;S;S;S;S;S;E;E;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
E;E;E;E;E;S;S;S;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;E;E;I;I;E;E;E;E;I;I;E;E;0;0;0;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;E;E;S;S;S;E;E;S;S;S;S;S;S;S;S;S;S;E;E;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;0;0
E;E;E;E;E;S;S;S;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;E;E;S;S;S;E;E;S;S;S;S;S;S;S;S;S;S;E;E;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;0;0;0;0;0;0
E;E;E;E;E;S;S;S;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;E;E;S;S;S;E;E;S;S;S;S;S;S;S;S;S;S;E;E;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;0;0;0;0;0;0
E;E;E;E;E;S;S;S;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;I;I;E;E;0;0;0;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;E;E;S;S;S;E;E;S;S;S;S;S;S;S;S;S;S;E;E;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;0;0
E;E;E;E;E;S;S;S;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;I;I;E;E;0;0;0;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;E;E;S;S;S;E;E;S;S;S;S;S;S;S;S;S;S;E;E;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
E;E;E;E;E;S;S;S;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;I;I;E;E;0;0;0;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;E;E;E;E;E;E;E;S;S;S;S;S;S;S;S;S;S;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
E;E;E;E;E;S;S;S;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;I;I;E;E;0;0;0;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;E;E;E;E;E;E;E;S;S;S;S;S;S;S;S;S;S;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;S;S;S;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;E;E;E;E;E;E;E;S;S;S;S;S;S;S;S;S;S;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;E;E;S;S;S;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;E;E;E;E;E;E;E;S;S;S;S;S;S;S;S;S;S;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;S;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;E;E;I;I;E;E;E;E;I;I;E;E;0;0;0;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;E;E;E;E;E;E;E;S;S;S;S;S;S;S;S;S;S;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;S;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;E;E;I;I;E;E;E;E;I;I;E;E;0;0;0;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;E;E;E;E;E;E;E;S;S;S;S;S;S;S;S;S;S;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;S;S;S;S;2;2;0;0;0;0;0;0;0;0;0;0;E;E;I;I;E;E;E;E;I;I;E;E;0;0;0;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;E;E;E;E;E;E;E;S;S;S;S;S;S;S;S;S;S;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;I;I;E;E;E;E;I;I;E;E;0;0;0;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;E;E;E;E;E;E;E;S;S;S;S;S;S;S;S;S;S;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;E;E;S;S;S;E;E;S;S;S;S;S;S;S;S;S;S;E;E;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;E;E;S;S;S;E;E;S;S;S;S;S;S;S;S;S;S;E;E;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;E;E;S;S;S;E;E;S;S;S;S;S;S;S;S;S;S;E;E;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;E;E;S;S;S;E;E;S;S;S;S;S;S;S;S;S;S;E;E;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;E;E;S;S;S;E;E;S;S;S;S;S;S;S;S;S;S;E;E;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
