I;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;I;I;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;0;0;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;S;S;S;S;S;S;S;S;S
I;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;I;I;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;0;0;E;E;E;E;E;E;E;E;E;E;E;E;E;S;E;S;S;S;S;S;S;S;S;S
E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;I;I;E;E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;0;0;E;E;S;S;S;S;S;S;S;S;S;E;E;S;S;S;S;S;S;S;S;S;S;S
E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;0;0;E;E;S;S;S;S;S;S;S;S;S;E;E;S;S;S;S;S;S;S;S;S;S;S
I;E;E;E;I;I;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;I;I;E;E;I;I;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;0;0;E;E;S;S;S;S;S;S;S;S;S;E;E;S;S;S;S;S;S;S;S;S;S;S
I;E;E;E;I;I;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;I;I;E;E;I;I;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;0;0;E;E;S;S;S;S;S;S;S;S;S;E;E;S;S;S;S;S;S;S;S;S;S;S
I;E;E;E;I;I;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;I;I;E;E;I;I;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;E;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;I;I;E;E;0;0;E;E;S;S;S;S;S;S;S;S;S;E;E;S;S;S;S;S;S;S;S;S;S;S
I;E;E;E;I;I;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;I;I;E;E;I;I;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;S;S;S;S;S;S;S;E;S;S;S;S;S;S;S;E;E;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;I;I;E;E;0;0;E;E;S;S;S;S;S;S;S;S;S;E;E;S;S;S;S;S;S;S;S;S;S;S
E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;S;S;S;S;S;S;S;E;S;S;S;S;S;S;S;E;E;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;I;I;E;E;0;0;E;E;S;S;S;S;S;S;S;S;S;E;E;S;S;S;S;S;S;S;S;S;S;S
E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;I;I;E;E;E;E;E;E;I;I;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;S;S;S;S;S;S;S;E;S;S;S;S;S;S;S;E;E;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;I;I;E;E;0;0;E;E;S;S;S;S;S;S;S;S;S;E;E;S;S;S;S;S;S;S;S;S;S;S
I;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;I;I;E;E;E;E;E;E;I;I;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;S;S;S;S;S;S;S;E;S;S;S;S;S;S;S;E;E;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;E;E;E;0;0;E;E;S;S;S;S;S;S;S;S;S;E;E;S;S;S;S;S;S;S;S;S;E;S
I;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;I;I;E;E;E;E;E;E;I;I;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;S;S;S;S;S;S;S;E;S;S;S;S;S;S;S;E;E;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;E;E;E;E;0;0;E;E;S;S;S;S;S;S;S;S;S;E;E;S;S;S;S;S;S;S;S;S;E;S
I;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;I;I;E;E;E;E;E;E;I;I;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;S;S;S;S;S;S;S;E;S;S;S;S;S;S;S;E;E;0;0;0;0;0;E;E;E;E;E;E;I;I;E;E;I;I;E;E;0;0;E;E;S;S;S;S;S;S;S;S;S;E;E;S;S;S;S;S;S;S;S;S;E;E
I;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;0;0;0;0;0;E;E;E;E;E;E;I;I;E;E;I;I;E;E;0;0;E;E;S;S;S;S;S;S;S;S;S;E;E;S;S;S;S;S;S;S;S;S;E;E
E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;I;I;E;E;E;E;E;E;E;E;E;E;I;I;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;S;S;S;S;S;S;S;E;S;S;S;S;S;S;S;E;E;0;0;0;0;0;E;E;E;E;E;E;I;I;E;E;I;I;E;E;0;0;E;E;S;S;S;S;S;S;S;S;S;E;E;E;E;E;E;E;E;E;E;E;E;E
E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;I;I;E;E;E;E;E;E;E;E;E;E;I;I;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;S;S;S;S;S;S;S;E;S;S;S;S;S;S;S;E;E;0;0;0;0;0;E;E;E;E;E;E;I;I;E;E;I;I;E;E;0;0;E;E;S;S;S;S;S;S;S;S;S;E;E;E;E;E;E;E;E;E;E;E;E;E
I;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;I;I;E;E;E;E;E;E;E;E;E;E;I;I;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;S;S;S;S;S;S;S;E;S;S;S;S;S;S;S;E;E;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;E;E;0;0;E;E;S;S;S;S;S;S;S;S;S;E;E;S;S;S;S;S;S;S;S;S;E;E
I;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;I;I;E;E;E;E;E;E;E;E;E;E;I;I;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;S;S;S;S;S;S;S;E;S;S;S;S;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;0;0;E;E;S;S;S;S;S;S;S;S;S;E;E;S;S;S;S;S;S;S;S;S;E;E
I;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;S;S;S;S;S;S;S;E;S;S;S;S;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;0;0;E;E;S;S;S;S;S;S;S;S;S;E;E;S;S;S;S;S;S;S;S;S;E;E
I;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;E;E;I;I;E;E;E;E;E;E;E;E;E;E;E;E;E;E;I;I;E;E;I;I;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;S;S;S;S;S;S;S;E;S;S;S;S;S;S;S;E;E;0;0;0;0;0;0;0;0;E;0;0;0;0;0;E;E;E;E;E;0;0;E;E;S;S;S;S;S;S;S;S;S;E;E;S;S;S;S;S;S;S;S;S;E;E
E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;E;E;I;I;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;S;S;S;S;S;S;S;E;S;S;S;S;S;S;S;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;0;0;E;E;S;S;E;E;E;E;E;E;E;E;E;E;S;S;S;S;S;S;S;S;E;E
0;0;0;0;0;0;E;E;E;0;0;0;0;0;0;0;0;0;E;E;I;I;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;0;0;E;E;E;E;E;E;E;E;E;E;E;E;E;E;S;S;S;S;S;S;S;S;S;S
0;0;0;0;0;0;E;E;E;0;0;0;0;0;0;0;0;0;E;E;I;I;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;0;0;E;E;E;E;E;E;E;E;E;E;E;E;E;E;S;0;0;0;0;0;0;0;0;0
