R;R;R;R;R;R;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R
R;R;R;R;R;R;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R
R;R;R;R;R;R;0;0;0;0;0;0;R;R;R;R;R;R;R;0;0;0;R;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R
R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;R;R;R;R;R;R;R;R;0;0;0;0;0;0;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R
R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;0;0;0;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;0;0;R;R;R
R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;0;0;0;0;0;0;0;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;R
R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;B
R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;0;0;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;B
R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;0;0;0;0;0;0;0;R;R;R;R;R;R;0;0;0;0;0;0;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;B
R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;B;B
