A;A;A;A;A;A;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;A;A;A;A;A;A;A;A
A;A;A;A;A;A;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;A;A;A;A;A;A;A;A
A;A;A;A;A;A;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;A;A;A;A;A;A;A;A
A;A;A;A;A;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;A;A;A;A;A;A;A;A
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;A;A;A;A;A;A;A;A
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;A;A;A;A;A;A;A;A
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C;C;0;0;0;0;0;0;0;A;A;A;A;A;A;A;A;A
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C;C;0;0;0;0;C;C;0;0;0;0;C;C;C;A;A;A;A;A;A;A;A;A
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C;C;0;0;0;0;C;C;0;0;0;0;C;C;C;A;A;A;A;A;A;A;A;A
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C;C;0;0;0;0;C;C;0;0;0;0;C;C;A;A;A;A;A;A;A;A;A;A
A;A;A;A;A;A;A;0;0;0;0;0;0;0;0;0;C;C;0;0;0;C;C;C;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A
A;A;A;A;A;A;A;0;0;0;0;0;0;0;0;C;C;C;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A
A;A;A;A;A;A;0;0;0;0;0;0;0;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A
A;A;A;A;A;0;0;0;0;0;0;0;0;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A
A;A;A;A;0;0;0;0;0;0;0;0;0;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;0;0;0;A;A;A;A;A
A;A;A;A;0;0;0;0;0;0;0;0;0;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;0;0;0;0;0;A;A;A;A
A;A;A;0;0;0;0;0;0;0;0;0;0;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;0;0;0;0;0;A;A;A;A
A;A;A;0;0;0;0;0;0;0;0;0;0;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;0;0;0;0;0;A;A;A;A
A;A;A;C;C;C;0;0;0;0;0;0;0;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;0;0;0;0;0;A;A;A;A
A;A;A;C;C;C;C;0;0;0;0;0;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;0;0;0;0;0;A;A;A;A
A;A;A;A;C;C;C;0;0;0;0;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;0;0;0;0;0;A;A;A;A
A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;0;0;0;0;A;A;A;A
A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;0;0;0;0;A;A;A;A
