u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;0;0;0;0;u;u;u;u;u;u;u;p;o;o;p;u;u;u;u;u;u;u;u;u
u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;0;0;0;0;u;u;u;u;u;u;u;p;o;o;p;u;u;u;u;u;u;u;u;u
u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;0;0;0;0;u;u;u;0;0;0;0;p;o;o;p;0;0;0;0;0;0;0;0;0
u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;0;0;0;0;u;u;u;0;0;0;0;p;o;o;p;0;0;0;0;0;0;0;0;0
u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;0;0;0;0;u;u;u;0;0;0;0;p;o;o;p;0;0;0;0;0;0;0;0;0
u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;0;0;0;0;u;u;u;0;0;0;0;p;o;o;p;0;0;0;0;0;0;0;0;0
u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;0;0;0;0;u;u;u;0;0;0;0;p;o;o;p;p;p;p;p;p;p;p;p;p
u;u;u;u;u;u;u;u;u;u;u;u;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;p;o;o;o;o;o;o;o;o;o;o;o;o
u;u;u;u;u;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;p;o;o;o;o;o;o;o;o;o;o;o;o
u;u;u;u;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;p;o;o;p;p;p;p;p;p;p;p;p;p
u;u;u;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;p;o;o;p;0;0;0;0;0;0;0;0;0
u;u;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;p;o;o;p;0;0;0;0;0;0;0;0;0
u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;p;o;o;p;0;0;0;0;0;0;0;0;0
u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;p;o;o;p;0;0;0;0;0;0;0;0;0
u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;p;o;o;p;0;0;0;0;0;0;0;0;0
u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;p;o;o;p;0;0;0;0;0;0;0;0;0
u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;p;o;o;p;0;0;0;0;0;0;0;0;0
u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;p;o;o;p;0;0;0;0;0;0;0;0;0
u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;p;o;o;p;0;0;0;0;0;0;0;0;0
u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;p;o;o;p;0;0;0;0;0;0;0;0;0
u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;p;o;o;p;0;0;0;0;0;0;0;0;0
u;u;0;0;u;u;u;u;u;u;u;u;u;u;u;0;0;0;0;u;u;u;u;u;u;u;u;p;o;o;p;u;u;u;u;u;u;u;u;u
u;u;0;0;u;u;u;u;u;u;u;u;u;u;u;0;0;0;0;u;u;u;u;u;u;u;u;p;o;o;p;u;u;u;u;u;u;u;u;u
