K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;L;L;K;K;K;K;K;K;K;K;K;K;K;K;K;K;L;L;L;L;K;K;K;K;K;K;0;0;0;0;K;K;L;L;K;K;K;L;K;K;K;K;K;K;K;K;L;L;L;L;L;L;L;L;L;L;L;K;K;K;K;K;K;L;L;K;K;L;L;K;K;K;K;K;L;L;L;K;K;L;L;L;L;L;L;L;K;K;K;K;K;K;K;K;K;K;K;J;J;K;K;J;J
K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;L;L;K;L;L;K;K;K;K;K;K;K;K;K;K;L;L;K;K;L;L;L;L;K;K;K;K;K;K;0;0;0;0;K;K;L;L;K;K;K;K;L;K;K;K;K;K;K;K;L;K;K;K;K;K;K;L;L;L;L;L;K;K;K;K;K;L;L;L;L;L;L;L;K;K;K;K;L;L;L;L;L;K;L;L;K;L;L;L;K;K;L;L;L;L;L;L;L;L;K;K;J;K;K;J;J
K;K;L;L;L;K;K;K;K;K;K;K;K;K;K;K;L;L;L;K;L;K;K;K;K;K;K;K;L;L;L;L;K;L;K;L;L;L;L;L;K;K;K;K;K;K;0;0;0;0;L;L;L;L;K;L;K;L;L;L;L;K;K;L;K;K;L;L;L;0;0;0;0;0;0;0;K;K;K;K;L;K;K;K;L;K;L;L;L;L;L;L;L;K;K;K;K;L;L;K;K;L;L;L;K;K;K;L;L;K;L;L;L;L;L;K;K;K;K;J;J;J;J
K;K;L;K;K;L;K;K;L;L;L;L;K;L;L;L;L;K;K;K;L;K;K;K;K;L;L;K;K;L;L;L;L;L;L;L;L;L;L;L;K;K;K;K;K;K;0;0;0;0;L;L;L;K;K;L;L;K;L;L;K;K;K;K;L;K;K;0;0;0;0;0;0;0;0;0;0;0;K;K;L;K;K;K;L;L;L;K;K;K;K;K;K;K;K;K;K;K;K;K;K;L;L;L;K;K;K;K;K;L;K;K;L;K;L;K;K;K;J;K;K;J;J
K;L;L;K;L;L;L;L;K;K;K;K;L;L;L;L;L;L;K;L;L;K;K;K;K;L;L;L;L;L;L;K;K;L;L;L;L;K;L;K;K;K;K;K;K;K;0;0;0;0;K;L;L;K;K;L;K;K;L;L;K;K;K;K;K;K;K;0;0;0;0;0;0;0;0;0;0;0;K;K;K;K;K;K;K;L;L;L;L;K;L;L;L;L;K;K;K;K;K;K;K;K;K;K;L;L;L;L;L;L;K;K;K;K;K;L;K;K;K;J;K;J;J
K;L;L;L;L;L;L;L;K;K;K;K;K;L;L;L;K;K;L;K;K;K;K;K;L;L;L;L;L;K;K;K;L;L;K;K;K;K;K;K;K;K;K;K;K;K;0;0;0;0;K;L;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;K;K;K;K;J;J;J;J
K;L;K;K;L;L;L;L;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;L;L;L;K;K;L;L;L;K;K;K;K;K;K;K;K;K;K;K;K;K;K;0;0;0;0;K;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;K;K;J;J
K;K;K;K;L;L;L;L;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;L;L;L;K;K;K;K;K;L;L;L;L;K;K;L;L;L;K;K;K;K;K;0;0;0;0;K;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;L;L;K;J;J
K;K;K;L;L;L;L;L;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;L;L;L;L;L;L;L;L;L;K;K;K;K;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;L;L;J;J;J
K;K;K;L;L;L;L;L;L;K;K;K;K;K;K;K;K;L;L;L;L;K;K;K;K;K;K;K;K;K;K;K;L;L;L;L;L;L;K;K;K;K;K;K;K;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;L;K;J;J
K;K;K;K;L;L;L;L;K;K;K;K;K;K;K;K;K;L;L;L;L;L;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;L;L;L;K;K;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;L;L;J;J;J
K;K;K;L;L;L;L;K;K;K;K;K;K;K;K;K;K;K;L;L;L;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;K;L;L;L;K;K;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;K;K;J;J
