M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
M;M;M;M;M;M;M;0;0;M;M;M;M;0;0;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
M;M;M;M;M;N;M;0;0;0;0;0;0;0;0;0;M;M;M;M;0;0;0;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;C;C;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;C;C;M;M;M;0;0;0;0
M;M;M;M;M;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;M;M;M;M;M;M;M;C;C;C;C;C;M;M;N;N;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;0;0;0;0;N;C;C;0;0;0;0;0;0
M;M;M;M;M;M;N;0;0;0;0;0;0;0;0;0;0;M;M;M;M;0;0;M;M;M;M;M;C;M;M;M;M;M;M;M;M;C;C;C;C;M;C;N;N;N;N;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;0;0;0;0;0;0;0;C;C;0;0;0;0;0;0
M;M;M;M;M;N;N;N;M;0;0;0;0;0;0;0;0;M;M;M;M;0;0;M;M;M;N;C;C;0;0;0;0;0;M;M;M;M;0;0;0;0;0;0;0;M;M;M;0;0;M;M;M;M;M;M;M;M;M;M;M;N;N;M;0;0;0;0;0;0;0;0;0;C;0;0;0;0;0;0
M;M;M;M;M;M;M;N;M;M;M;0;0;N;N;N;M;M;M;M;M;0;0;M;M;M;N;N;0;0;0;0;0;0;0;M;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M;M;M;M;0;0;0;M;M;N;N;N;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
M;M;M;M;M;M;M;M;M;M;M;N;N;N;N;M;M;M;M;M;M;0;0;M;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M;M;0;0;0;0;0;0;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C;C
M;M;M;M;M;M;M;M;M;M;M;M;N;N;M;M;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C;C
0;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C
0;0;0;0;0;0;0;0;0;0;0;M;M;M;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C
