0;0;0;0;0;0;0;0;I;I;I;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;I;I;I;I;H;H;H;H;H;H;H;H;H;H;H;H
0;0;0;0;0;I;I;I;I;I;I;H;H;H;H;H;H;H;H;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;I;I;I;I;H;H;H;H;H;H;H;H;H;H;H;H
0;0;0;0;I;I;I;I;I;H;H;H;H;H;H;H;H;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;H;H;I;I;H;H;H;I;I;I;I;H;H;H;H;H
0;0;0;I;I;I;I;I;H;H;H;H;H;H;H;H;H;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;H;I;I;H;I;I;I;I;I;I;I;H;H;H;H
0;0;0;I;I;I;I;I;H;H;H;H;H;H;H;H;H;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;H;H;H;H;I;I;I;I;I;I;I;I;H;H;H
0;0;I;I;I;I;I;I;H;H;H;H;H;H;H;H;H;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;H;H;I;I;I;H;H;H;I;I;I;H;H;H
0;0;I;I;I;I;I;I;I;I;I;H;H;H;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;H;H;H;I;I;H;H;H;I;I;I;I;H;H;H
0;I;I;I;I;I;I;I;I;I;I;H;H;H;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;H;H;H;I;I;H;H;I;I;I;I;I;H;H;H
I;I;I;I;I;I;H;H;I;I;H;H;H;H;H;H;H;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;H;H;I;I;I;I;I;I;I;I;I;I;H;H
I;I;I;I;I;H;H;H;H;H;H;H;H;H;H;H;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;H;H;H;I;I;I;H;H;H;H;H;H;H;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;0;0;0;0;0;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;H;H;H;H;H;H;H;H;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;I;I;I;0;I
H;H;I;I;0;0;0;I;I;H;H;H;H;H;H;H;H;H;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;0;0;I
H;I;I;0;0;0;0;0;H;H;H;H;H;H;H;H;H;H;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
H;I;0;0;0;0;0;0;H;H;H;H;H;H;H;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
H;I;0;0;0;0;0;0;H;H;H;H;H;H;H;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I
I;I;I;I;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;I;I;I;I;I;I;I;I;I;I;I;I;I;I;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;I;I
I;I;I;I;I;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;I;I;I;I;I;I;I;I;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;I;I
H;H;I;I;I;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;I;I;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;I
