1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ^ ^ ^ ^ ^ 0 1 1 0 0 P 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 > 1 1 1 ^ 1 1 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 > W < 1 1 1 1 0 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 < D F > 0 0 0 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 R 0 0 0 0 0 0 0 0 0 0 0 Q 1 v 0 0 0 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 B Q v v v v v v v
1 0 S 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 < L L R ^ B B Q v
1 0 0 0 0 0 0 0 0 0 0 0 ^ ^ ^ ^ ^ ^ 0 0 0 0 0 0 0 0 0 0 0 0 1 B B L > Q R 0 R R
1 0 0 0 0 0 0 0 0 0 0 0 D D D 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 B 0 B 0 B F R ^ Q
1 0 0 0 0 0 0 0 0 0 0 0 D D D 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 Q F B Q > D W R C
1 0 0 0 0 0 0 0 0 0 0 0 D D D 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 B R L _ W B O R S
1 0 0 0 0 0 0 0 0 0 0 0 D D D 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 _ _ ^ ^ v ^ > 1 C
1 0 0 0 0 0 0 0 0 0 0 0 D D D 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 ^ D _ 1 0
1 1 1 1 1 1 1 1 0 0 0 0 D D D 1 1 1 1 1 1 1 1 1 _ _ _ 0 0 0 0 0 0 0 1 1 D < 0 0
