1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 S 0 0 S 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 S 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 S 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
0 0 0 S 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 1 1 1 1 1 1 1 1 ^ ^ ^ ^ ^ ^ ^ ^ ^ ^ ^ ^ ^ ^ 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 P 0 1 1 1 1 1 0 0 0 0 0 0 > 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 S 0 0 0 P 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 > O _ ^ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 > C ^ O F F W S 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 > D v D S R W W W S 0 0 S 0 0 0 0 0 0 0 0 1 1 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 > R R O W < C O C B v 1 1 1 1 1 1 1 1 1 1 1 1 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 v 0 D F < D L Q ^ ^ < Q C v v v v v v v v v v v v
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 L D B W Q L > W O W C F O L 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 S 0 0 0 0 0 0 0 L R Q v v < S R C C Q F W Q ^ ^ ^ ^ ^ ^ ^ ^ 0 0 0
1 0 0 S 0 0 0 0 0 0 0 0 0 0 0 L > 0 D S F L ^ C W C 0 B C v > 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 S 0 0 1 Q 0 B Q D C < L R R F D Q 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 R O > B > > D C W ^ W C v v v v v v v v v
1 0 0 0 0 0 0 0 0 0 S 0 0 0 0 0 0 0 1 0 ^ D _ F L D v R Q O R R v > R > > Q Q _
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 C W D O < D Q F B Q R O < ^ v B D O D
1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 v ^ 0 0 L < _ B C ^ > 0 C S > 1 _ L v
