0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
0;0;0;0;0;0;0;0;0;0;0;h;h;h;1;1
0;0;0;0;0;0;0;0;0;0;0;h;h;h;1;1
0;0;0;0;0;0;0;0;0;0;0;h;h;1;1;1
0;0;0;0;0;0;0;0;0;0;0;h;h;1;1;1
0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1
0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1
0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1
0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1
0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1
0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;h
0;0;0;0;0;0;0;1;1;1;1;1;1;1;h;h
0;0;0;0;0;0;0;1;1;1;1;1;1;h;h;h
0;0;0;0;0;0;0;1;1;1;1;1;1;h;h;h
0;0;0;0;0;0;0;1;1;1;1;1;1;h;h;h
0;0;0;0;0;0;1;1;1;1;1;1;1;1;h;h
0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1
0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1
0;0;0;0;0;1;1;1;h;h;h;1;1;1;1;1
0;0;0;0;0;1;1;1;h;h;h;1;1;1;1;1
0;0;0;0;0;1;1;1;h;h;h;1;1;1;1;1
