0;0;0;0;0;0;0;0;0;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;0;0;D;D;D;D;D;D;0
0;0;0;0;0;0;0;0;0;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;0
0;0;0;0;0;0;0;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;0
0;0;0;0;0;0;0;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;0
0;0;0;0;0;0;0;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;0
0;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;0
0;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;0;0;0;D;D;D;D;D;D;D;D;D;D;D;D;D;D
0;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;0;0;0;0;0;0;D;D;D;D;D;D;D;D;D;D;D
0;D;D;D;D;D;D;D;D;D;0;0;0;0;0;0;0;D;D;D;D;0;0;0;0;0;0;0;0;0;D;D;D;D;D;D;D;D;D;D
0;D;D;D;D;D;D;D;D;D;0;0;0;0;0;0;0;D;D;D;D;0;0;0;0;0;0;0;0;0;0;D;D;D;D;D;D;D;D;D
0;D;D;D;D;D;D;D;D;D;0;0;0;0;0;0;0;0;D;D;D;D;D;0;0;0;0;0;0;0;0;D;D;D;D;D;D;D;D;D
0;D;D;D;D;D;D;D;D;0;0;0;0;0;0;0;0;D;D;D;D;D;D;0;0;0;0;0;0;0;0;D;D;D;D;D;D;D;D;D
0;D;D;D;D;D;D;D;D;0;0;0;0;0;0;D;D;D;D;D;D;D;D;D;0;0;0;0;0;0;0;D;D;D;D;D;D;D;D;D
0;0;D;D;D;D;D;D;D;D;D;0;0;0;D;D;D;D;D;D;D;D;D;D;D;D;0;0;0;0;D;D;D;D;D;D;D;D;D;D
0;0;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;0;0;0;0;D;D;D;D;D;D;D;D;D;D
0;0;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D
0;0;D;D;D;D;D;D;D;D;D;D;D;D;D;0;0;0;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D
0;0;D;D;D;D;D;D;D;D;D;D;D;D;D;0;0;0;0;0;0;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D
0;0;D;D;D;D;D;D;D;D;D;D;D;D;D;0;0;0;0;0;0;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D
0;0;D;D;D;D;D;D;D;D;D;D;D;D;0;0;0;0;0;0;0;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D
0;0;0;0;0;D;D;D;D;D;D;D;0;0;0;0;0;0;0;0;0;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;D;D;D;D;D
