0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;0;0;0;0;0;0
0;0;0;0;0;0;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;0;0;0
0;0;0;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;0;0;0
0;0;0;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;0;0;0
0;0;0;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;0;0;0
0;0;0;r;r;r;r;r;r;r;r;r;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;r;r;r;r;r;r;r;r;r;0;0;0
0;0;0;r;r;r;r;r;r;r;r;r;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;r;r;r;r;r;r;r;r;r;0;0;0
0;0;0;r;r;r;r;r;r;r;r;r;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;r;r;r;r;r;r;r;r;r;0;0;0
0;0;0;r;r;r;r;r;r;r;r;r;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;r;r;r;r;r;r;r;r;r;0;0;0
0;0;0;r;r;r;r;r;r;r;r;r;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;r;r;r;r;r;r;r;r;r;0;0;0
0;0;0;r;r;r;r;r;r;r;r;r;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;r;r;r;r;r;r;r;r;r;0;0;0
0;0;0;r;r;r;r;r;r;r;r;r;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;r;r;r;r;r;r;r;r;r;0;0;0
0;0;0;r;r;r;r;r;r;r;r;r;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;r;r;r;r;r;r;r;r;r;r;r;0
0;0;0;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;0
0;0;0;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;0
