T;T;T;T;T;T;T;T;T;T;T;T;T;T;7;7;7;7;7;7;7;7;4;0;0;0;0;P;7;7;7;7;7;P;7;7;7;7;P;7
T;T;T;T;T;T;T;T;T;T;T;T;T;T;7;7;7;7;7;7;7;7;4;0;0;0;0;P;P;P;P;P;P;P;P;P;P;P;P;P
T;T;T;T;T;T;T;T;T;T;T;T;T;T;7;7;7;7;7;7;7;7;4;0;0;0;0;P;1;1;0;0;0;0;0;0;0;7;P;4
T;T;T;T;T;T;T;T;T;7;7;7;7;7;7;7;7;7;7;7;7;7;4;0;0;0;0;P;1;1;0;0;0;0;0;0;0;7;7;7
T;T;T;T;T;T;T;T;T;7;7;7;7;7;P;7;7;7;P;7;7;7;4;0;0;0;0;P;1;1;0;0;0;0;0;0;0;7;7;7
T;T;T;7;7;T;T;T;T;7;7;7;7;7;P;7;7;7;P;P;P;P;4;0;0;0;0;P;1;1;0;0;0;0;0;0;0;7;7;7
T;T;T;7;7;7;7;7;7;7;7;7;P;P;P;P;P;7;P;7;7;7;4;0;0;0;0;P;7;P;0;0;0;0;0;0;0;7;7;7
T;T;T;7;7;7;7;7;7;7;7;7;P;7;7;7;P;P;P;P;1;7;4;0;0;0;0;P;P;P;0;0;0;0;0;0;0;P;7;7
7;7;7;7;7;7;7;7;7;7;7;7;P;7;7;P;0;0;0;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P
7;7;7;7;7;7;7;7;7;7;P;P;P;P;P;P;0;0;0;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;7;P
7;7;7;7;7;7;7;7;7;7;7;7;P;1;1;P;0;0;0;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P
7;1;1;1;7;7;7;7;7;7;7;7;P;1;1;P;0;0;0;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;1;7
7;1;1;1;7;7;7;7;7;7;7;P;P;P;P;P;0;0;0;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;1;1
7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
7;1;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;7
P;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;7
P;7;P;P;P;P;7;7;7;7;7;1;1;1;1;1;1;1;0;0;0;0;0;P;P;P;P;P;1;1;1;1;P;P;P;P;P;P;7;7
7;7;7;P;7;7;7;7;7;7;1;1;1;1;1;1;1;1;0;0;0;0;0;P;7;7;P;7;1;1;1;1;7;7;P;7;7;P;7;7
7;7;7;P;7;7;7;7;P;7;7;7;7;7;7;7;7;7;0;0;0;0;0;P;7;7;P;P;P;7;7;7;7;7;P;7;7;P;7;7
