9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;0;0;0;0;0;0;3;3;3;j;3;3;0;0;2;2;2;2;2;2;2;2;2;2
9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;0;0;0;0;0;0;3;3;3;j;3;3;0;2;2;2;j;2;2;2;2;2;0;0
9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;0;0;0;0;0;0;j;j;j;j;j;3;3;3;3;3;j;3;3;3;3;2;2;0
9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;0;0;0;0;0;0;3;0;j;3;3;3;3;3;3;3;j;3;3;3;3;2;2;0
9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;0;0;0;0;0;0;j;j;j;j;3;3;3;3;3;3;j;3;3;3;3;2;2;0
9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;0;0;0;0;0;0;0;0;0;3;3;3;3;j;j;j;j;j;j;j;3;2;2;0
9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;3;3;3;0;0;0;0;0;0;0;0;3;3;3;3;j;3;3;j;3;3;3;2;0
9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;j;0;3;j;3;3;3;2;0
9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;j;0;3;j;j;j;j;2;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;j;j;j;j;j;3;3;3;2;0
0;3;3;3;3;3;0;0;0;0;0;0;0;0;3;j;j;j;j;j;j;3;3;0;0;0;0;0;0;0;0;0;0;3;j;3;3;3;2;0
0;3;3;3;3;3;3;3;3;3;3;3;3;3;0;3;3;j;3;3;3;3;3;3;3;3;0;0;0;0;0;3;3;j;j;j;j;j;3;0
0;3;3;3;3;3;3;3;3;3;3;3;j;3;0;j;0;j;3;3;3;j;3;3;3;3;0;0;0;0;0;3;3;3;3;3;3;3;3;0
0;3;3;3;3;j;3;j;3;3;j;3;j;3;0;j;j;j;3;3;3;j;3;3;3;3;0;0;0;0;0;3;3;3;j;3;3;3;3;0
0;3;3;3;3;j;3;j;3;3;j;0;j;0;0;0;0;j;j;j;j;j;3;3;3;3;0;0;0;0;0;3;3;3;3;3;3;3;3;0
0;3;3;3;3;j;j;j;j;j;j;j;j;0;0;0;0;0;3;3;3;j;3;j;3;3;3;3;3;3;3;j;3;3;3;3;3;3;3;0
0;3;3;3;3;j;0;0;j;0;0;0;j;j;j;0;0;0;3;3;3;3;3;3;3;3;3;3;3;3;3;j;j;j;j;j;j;j;j;0
0;3;3;3;3;3;0;0;j;0;0;0;j;3;j;3;0;0;0;0;0;3;3;3;3;3;j;j;j;j;j;j;3;3;3;j;3;0;0;0
0;3;3;3;3;j;0;0;j;0;0;3;3;3;j;3;0;0;0;0;0;3;3;3;3;3;j;3;3;j;3;3;3;3;3;j;3;0;0;0
0;3;3;3;3;3;3;3;j;0;0;3;3;3;j;3;3;3;3;0;0;3;3;3;3;3;j;3;3;j;3;3;3;3;3;j;3;0;0;0
0;3;3;3;3;3;3;3;3;0;0;3;0;3;j;3;3;3;3;0;0;3;3;3;3;3;j;3;3;0;0;0;0;3;3;3;3;0;0;0
0;0;0;3;3;3;0;0;0;0;0;0;0;3;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
