Y;Y;Y;Y;Y;Y;Y;Y;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Y;Y;0;0;0;0;0;0;Y;Y;Y;Y;Y;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y
Y;0;0;0;0;0;0;Y;Y;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Y;Y;0;0;0;0;0;0;Y;Y;Y;Y;Y;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y
Y;0;0;0;0;0;0;0;Y;Y;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Y;Y;0;0;0;0;0;0;Y;Y;Y;Y;Y;Z;Z;Z;Z;Z;Z;Z;Z;Z;Y;Y;Z;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y
Y;0;0;0;0;0;0;0;0;Y;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Y;Y;0;0;0;0;0;0;Y;Y;Y;Y;Y;Z;Z;Z;Z;Z;Z;Z;Y;Y;Y;Y;Z;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y
Y;Y;0;0;0;0;0;0;0;Y;Y;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Y;Y;0;0;0;0;0;0;Y;Y;Y;Y;Y;Z;Z;Z;Z;Y;Y;Y;Y;Y;Y;Y;Z;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y
Y;Y;0;0;0;0;0;0;0;0;Y;Z;Z;Z;Z;Z;Y;Y;Y;Y;Z;Y;Y;0;0;0;0;0;0;Y;Y;Y;Y;Y;Z;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;0;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y
Y;Y;0;0;0;0;0;0;0;0;Y;Y;Z;Z;Z;Z;Y;Y;Y;Y;Z;Y;Y;0;0;0;0;0;0;Y;Y;Y;Y;Y;Z;Y;Y;Y;Y;Y;Y;Y;Y;Y;0;0;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y
Y;Y;Y;Y;Y;0;0;0;0;0;0;Y;Z;Y;Y;Y;Y;Y;Y;Y;Z;Y;Y;0;0;0;0;0;0;Y;Y;Y;Y;Y;Z;Y;Y;Y;Y;Y;Y;Y;Y;Y;0;0;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y
Y;Y;Y;Y;Y;0;0;0;0;0;0;Y;Z;Z;Y;Y;Y;Y;Y;Y;0;0;0;0;0;0;0;0;0;0;0;Y;Y;Z;Z;Y;Y;Y;Y;Y;Y;Y;Y;0;0;0;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y
Y;Y;Y;Y;Y;0;0;0;0;0;0;0;0;0;Y;Y;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Y;Z;Z;Y;Y;Y;Y;Y;Y;Y;Y;0;0;0;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y
Y;Y;Y;Y;Y;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Y;Y;Y;Y;Y;0;0;0;0;0;0;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y
Y;Y;Y;Y;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y
Y;Y;Y;Y;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y
Y;Y;Y;Y;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y
