X;X;X;X;X;X;X;Y;Y;Y;Y;Y;X;X;X;Y;Y;Y;Y;Y;Y;X;Y;X;X;Y;Y;Y;Y;Y;X;Y;Y;Y;Y;X;Y;Y;Y;Y;Y;Y;X;X;X;X
X;X;X;X;X;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;X;Y;Y;Y;Y;Y;Y;X;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;X;Y;Y;Y;Y;Y;Y;Y;Y;X
X;X;X;X;X;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y
X;X;X;X;X;X;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y
X;X;X;X;X;X;Y;Y;Y;Y;Y;Y;0;0;0;0;Y;Y;Y;Y;Y;Y;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Y;Y;Y;Y;Y;Y
X;X;X;X;X;Y;Y;Y;Y;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Y;Y;Y;Y;Y
X;X;X;X;X;Y;Y;Y;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Y;Y;Y;Y;Y
X;X;X;X;X;Y;Y;Y;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Y;Y;Y;Y
X;X;X;X;X;Y;Y;Y;Y;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Y;Y;Y;Y
X;X;X;X;X;X;Y;Y;Y;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Y;Y;Y
X;X;X;X;X;Y;Y;Y;Y;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Y;Y;Y
X;X;X;X;X;Y;Y;Y;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Y;Y;Y
0;0;X;X;X;X;X;Y;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Y;Y;Y
0;0;0;X;X;Y;Y;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Y;Y;Y
0;0;0;X;X;X;Y;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Y;Y;Y
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Y;Y;Y;Y
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Y;Y;Y;Y
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Y;Y;Y;X
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;0;0;0;0;0;0;0;0;0;Y;Y;Y;Y;Y
X;X;X;X;X;X;Y;Y;X;Y;Y;Y;X;X;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;0;0;0;0;Y;Y;Y;Y;X
X;X;X;X;X;Y;Y;Y;Y;Y;Y;X;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;X;Y
X;X;X;X;X;X;X;Y;Y;X;X;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y
X;X;X;X;X;X;X;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;X;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;X;Y;Y;Y;Y;Y;Y;Y;X;X;X;Y
X;X;X;X;X;X;X;X;X;Y;Y;Y;Y;Y;Y;Y;X;Y;Y;X;X;X;X;Y;Y;Y;X;Y;Y;Y;Y;X;X;Y;Y;Y;X;Y;Y;Y;Y;X;X;X;Y;Y
X;X;X;X;X;X;X;X;X;X;Y;Y;Y;X;Y;Y;X;X;X;X;Y;Y;Y;X;X;X;Y;Y;Y;X;Y;Y;Y;X;X;X;X;X;X;X;X;X;X;X;X;X
X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;Y;Y;X;X;X;X;X;X;X;X;X;X;X;X;X;X
X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
