0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;C;C;C;C;C;C;C;C;C;C;C;0;0;0;0;0;0;0;0;0;C;C;C;C;C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;C;C;C;C;c;c;c;c;c;c;c;0;0;0;0;0;0;0;0;0;C;C;C;C;0;0;0;0;0;0;0;c;c;c;c;c;c;0;0;0
0;0;0;0;0;0;C;C;C;C;c;c;c;c;c;c;c;0;0;0;C;0;0;c;c;c;c;0;c;c;c;c;c;c;c;c;0;c;c;c;c;c;c;0;0;0
0;0;0;0;0;0;C;C;c;c;c;c;c;c;c;c;c;0;c;c;c;c;0;c;c;c;c;0;c;c;c;c;c;c;c;c;0;c;c;c;c;c;c;0;0;0
0;0;0;0;0;0;C;C;C;c;c;c;c;c;c;c;c;0;c;c;0;0;0;0;c;c;c;c;c;0;c;c;0;c;c;c;c;0;c;c;0;c;c;c;c;0
0;0;0;0;0;0;C;C;0;c;0;c;0;0;0;0;c;c;c;0;0;0;0;0;c;c;0;0;0;c;c;c;c;0;0;0;c;c;c;c;c;c;c;c;c;0
0;0;0;0;0;0;C;C;c;c;c;0;0;0;0;0;0;c;c;0;0;0;c;0;0;0;0;c;0;c;c;c;c;0;0;0;0;c;c;c;c;c;c;c;c;0
0;0;0;0;0;c;c;c;c;c;0;0;0;0;C;C;C;0;0;0;0;c;c;c;0;0;c;c;c;0;0;0;C;C;C;C;0;0;0;c;c;0;C;C;C;0
0;0;0;0;0;0;C;C;c;c;0;0;0;0;C;C;C;C;0;0;0;c;c;c;c;c;c;c;c;0;0;C;C;C;C;C;C;C;0;0;0;C;C;C;C;C
0;0;0;0;0;0;C;C;0;0;C;C;0;0;C;C;C;C;C;0;0;c;c;c;c;c;c;c;c;0;0;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
B;B;B;B;0;0;0;0;0;0;C;C;C;C;C;C;C;C;C;0;0;c;c;c;c;c;c;c;c;0;0;C;C;C;C;C;C;C;C;C;C;0;0;C;C;C
B;B;B;B;0;0;C;C;C;C;C;C;C;C;C;C;C;C;0;0;0;0;c;c;c;c;c;c;0;0;0;C;C;C;0;C;C;C;C;C;0;0;0;0;C;C
B;B;B;B;0;0;C;C;C;C;C;C;C;C;C;C;C;C;C;C;0;0;0;c;c;c;c;0;0;0;0;C;C;C;C;C;C;C;C;C;0;0;C;C;C;0
0;B;B;B;0;0;C;C;C;C;C;C;C;C;C;C;C;C;C;C;0;0;0;0;c;c;0;C;C;C;0;C;C;C;C;C;C;C;C;C;C;C;C;C;C;0
0;0;B;B;0;0;C;C;C;C;0;C;C;C;C;C;0;C;C;C;C;C;C;0;0;0;0;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;0
0;0;0;0;0;0;C;C;C;C;0;0;0;0;C;C;C;0;C;C;C;C;C;0;0;C;C;C;C;C;C;C;C;C;C;C;0;C;0;C;C;C;C;C;C;0
C;0;0;B;0;C;C;C;C;C;0;B;B;0;0;C;C;C;C;C;C;C;C;C;C;C;C;C;C;0;C;C;C;C;C;C;0;0;C;C;C;C;C;C;0;0
C;0;B;B;0;C;C;C;0;0;B;B;B;B;0;C;C;C;C;C;C;C;C;C;C;C;C;C;C;0;C;C;C;C;C;C;C;0;C;C;C;C;C;C;0;0
C;B;B;B;0;C;C;C;0;0;B;B;B;B;0;C;C;C;C;C;C;C;C;C;C;C;C;C;C;0;C;C;C;C;C;C;C;0;C;C;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C;C;C;0;0;0;0;0;0;0;0;0;0;0;0;C;C;C;0;0;0;0;C;C;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C;C;C;0;0;0;0;0;0;0;0;0;0;0;0;C;C;C;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
