Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
0;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;0;0;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;0;Z;Z;Z;Z;Z;Z;Z;Z
Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;0;0;0;Z;Z;Z;Z;Z;Z;Z
Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;0;0;0;Z;Z;Z;Z;Z;Z
Z;Z;Z;Z;Z;Z;Z;Z;Z;0;0;0;0;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;0;0;Z;Z;Z;0;0;Z
Z;Z;Z;Z;Z;0;0;Z;Z;0;Z;Z;Z;0;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;0;0;0;Z;Z;Z;Z;Z;0;0;0;0;Z;Z;Z;Z;Z
Z;Z;Z;Z;0;0;0;0;0;0;Z;Z;Z;Z;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;0;0;0;0;0;Z;Z;Z;Z;0;0;Z;Z;Z;Z;Z;Z;Z;Z
Z;Z;Z;0;0;0;0;0;Z;Z;Z;Z;Z;Z;0;0;Z;Z;Z;Z;Z;0;0;0;0;0;0;0;0;0;0;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
Z;Z;0;0;0;0;0;Z;Z;Z;Z;Z;Z;Z;0;0;Z;Z;Z;Z;Z;0;0;0;0;0;0;0;0;0;0;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
Z;0;0;0;0;0;Z;Z;Z;Z;Z;Z;Z;0;0;0;0;Z;Z;Z;0;0;0;Z;Z;Z;0;0;0;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
Z;0;0;0;0;0;Z;Z;Z;Z;Z;Z;Z;0;0;0;0;Z;Z;Z;0;0;0;Z;Z;Z;Z;0;0;Z;Z;Z;Z;Z;Z;Z;Z;0;0;Z;Z;Z;Z;Z;Z
0;0;0;0;0;0;Z;Z;Z;Z;Z;Z;Z;Z;0;0;0;0;0;0;0;0;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;0;Z;Z;Z;Z;Z;Z
0;0;0;0;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;0;0;0;0;0;0;0;0;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
0;0;0;0;Z;Z;Z;Z;Z;Z;0;0;Z;0;0;0;0;0;0;0;0;0;0;0;Z;Z;Z;Z;Z;Z;Z;0;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
Z;0;0;Z;Z;Z;Z;Z;Z;Z;0;0;Z;Z;Z;0;0;0;0;0;0;0;0;0;0;Z;Z;Z;Z;Z;Z;0;0;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;0;Z;Z;Z;Z;Z;0;0;Z;0;0;0;0;0;Z;Z;Z;Z;Z;0;0;0;0;0;0;Z;Z;Z;Z;Z;Z;Z;Z;Z
Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;0;Z;Z;Z;Z;Z;Z;Z;0;0;0;0;0;0;Z;Z;Z;Z;0;Z;Z;Z;Z
Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;V;0;0;0;0;0;Z;Z;Z;0;0;0;0;Z
Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;0;0;0;Z;Z;Z;0;0;0;0;0
0;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;Z;Z;0;0;0;0;0;0;0;0;0;V;V;V
0;Z;Z;Z;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;Z;Z;Z;0;Z;Z;Z;Z;Z;Z;0;0;0;0;V;V;V;V
0;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;V;V;V;V
0;0;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;V;V;V;0
