b;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b
b;0;0;0;0;b;b;b;b;b;b;0;0;0;0;0;0;0;b;b;b;b;b;b;b;0;0;0;0;0;0;b;b;0;0;b;b;b;b;b
b;0;0;0;0;b;b;b;b;0;0;0;0;0;0;0;0;0;b;b;b;b;0;b;b;0;0;0;0;0;0;0;b;0;0;0;b;b;b;b
b;0;0;0;0;b;b;0;b;0;0;0;0;0;0;0;0;0;b;b;0;0;0;b;b;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b
b;0;0;0;0;b;b;0;0;0;0;0;0;0;0;0;0;0;b;0;0;0;0;b;b;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b
b;0;0;0;0;b;0;0;0;0;0;0;0;0;0;0;0;0;b;0;0;0;0;0;b;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b
b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b
b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b
b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b
b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b
b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b
b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b
b;b;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b
b;b;b;b;0;0;0;0;0;0;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b
b;b;b;b;0;0;0;0;0;0;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b
b;b;b;b;0;0;0;0;0;0;b;b;0;b;b;b;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;0;0;0;0;b;b
b;b;b;b;0;0;0;0;0;0;b;b;b;b;b;b;b;b;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;0;0;0;0;b;b
b;b;b;b;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;0;0;0;0;b;b
b;b;b;b;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;0;0;0;0;b;b
b;b;b;b;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;0;0;0;0;b;b
b;b;b;b;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;0;0;0;0;b;b
