b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;0;0;0;0;b;b;b;b;b;b;b;b
b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;0;0;0;0;b;b;b;b;b;b;b;b
b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;0;0;0;0;b;b;b;b;b;b;b;b
b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b;0;0;0;0;b;b;b;b;b;b;b;b
b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;0;0;0;0;b;b;b;b;b;b;b;b
b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;0;0;0;0;b;b;b;b;b;b;b;b
b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;0;0;0;0;b;b;b;b;b;b;b;b
b;b;b;b;b;b;b;b;b;b;b;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;0;0;0;0;b;b;b;b;b;b;b;b
b;b;b;b;l;l;l;b;b;b;b;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;0;0;0;0;b;b;b;b;b;b;b;b
b;b;b;b;l;l;l;b;b;b;b;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;0;0;0;0;b;b;b;b;b;b;b;b
