g;g;g;0;0;g;g;g;g;g;g;g;g;g;g;g;g;0;0;g;g;g;g;g;g;g;g;g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
g;g;g;0;0;g;g;g;g;g;g;g;g;g;g;g;g;0;0;g;g;g;g;g;g;g;g;g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
g;g;g;0;0;g;g;g;g;g;g;g;g;g;g;g;g;0;0;g;g;g;g;g;g;g;g;g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
g;g;g;0;0;g;g;g;g;g;g;g;g;g;g;g;g;0;0;g;g;g;g;g;g;g;g;g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
g;g;g;0;0;g;g;g;g;g;g;g;g;g;g;g;g;0;0;g;g;g;g;g;g;g;g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;g;g;g;g;g;g;g;g;g;g;g;g;0;0;g;g;g;g;g;g;g;g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;h;h
0;0;0;0;0;g;g;g;g;g;g;g;g;g;g;g;g;0;0;g;g;g;g;g;g;g;g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;h;h
0;0;0;0;0;0;g;g;g;g;g;g;g;g;g;g;g;0;0;g;g;g;g;g;g;g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;h;h
0;0;0;0;0;0;g;g;g;g;g;g;g;g;g;g;g;0;0;g;g;g;g;g;g;g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;g;g;g;g
0;0;0;0;0;0;g;g;g;g;g;g;g;g;0;0;0;0;0;0;g;g;g;g;g;g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;g;g;g;g
0;0;0;0;0;0;g;g;g;g;g;g;g;g;0;0;0;0;0;0;0;0;g;g;g;g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;g;g;g
0;0;0;0;0;0;g;g;g;g;g;g;g;0;0;0;0;0;0;0;0;0;0;g;g;g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;g;g;g
0;0;0;0;0;0;g;g;g;g;g;g;0;0;0;0;0;0;0;0;0;0;0;g;g;g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;g;g;g
