m;m;m;m;m;m;m;n;n;n;n;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;n;n;m;m;m;m;n;n;n;n;n;n;n
m;m;m;m;m;n;n;n;n;n;n;n;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;n;n;m;m;m;m;n;n;n;n;n;n
m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;n;n;m;m;m;m;n;n;n;n;n;m
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;n;m;m;m;m;n;n;n;n;m;m
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;n;n;m;m;m;m;n;n;m;m;m
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;n;n;m;m;m;m;n;n;m;m;m
n;n;n;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;n;n;m;m;m;m;m;m;m;m
n;n;n;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;n;n;m;m;m;m;m;m;m;n
m;n;n;m;m;m;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;n;n;n;m;m;m;m;m;n;n
m;m;n;n;n;m;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;n;n;m;m;m;m;n;n;m
m;m;m;m;n;n;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;n;n;n;m;m;n;n;n;m
m;m;m;m;m;n;n;n;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;n;n;n;n;n;n;m;m
m;m;m;m;m;m;m;n;n;n;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;n;n;n;n;m;m;m
m;m;m;m;m;m;m;m;n;n;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m;n;n;m;m;m;m
m;m;m;m;m;m;m;m;m;n;n;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m;m;m;m;m;m;m
m;m;m;n;n;n;n;m;m;m;n;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m;m;m;m;m;m;m
m;m;n;n;m;m;n;m;m;m;n;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m
m;m;n;m;m;m;m;m;m;n;n;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m;m;n;m;m;m;m;m;m;n;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m;m;n;n;m;m;m;m;m;n;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m;m;n;n;n;n;n;n;n;n;m;m;0;0;0;0;m;m;n;n;n;m;m;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m;m;m
m;m;m;m;n;n;n;n;m;m;m;m;m;m;m;m;m;m;n;n;n;m;m;m;m;m;m;m;n;n;n;n;n;n;m;m;m;n;n;n
m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;n;n;n;n;n;n;m;m;m;m;m;m;m;n;n;n;n;n;n;n;n;m;m
