0;p;g;p;0;0;0;0;p;g;p;0;0;0;g;g;g;g
0;p;g;p;0;0;0;0;p;g;p;0;0;0;g;g;g;g
0;p;g;p;0;0;0;0;p;g;p;0;0;g;g;g;g;g
0;p;g;p;0;0;0;g;g;g;p;0;g;g;g;g;g;g
0;p;g;p;0;0;g;g;g;g;p;g;g;g;g;g;g;g
0;p;g;p;0;g;g;g;g;g;g;g;g;g;g;g;g;g
0;p;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g
0;p;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g
0;p;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g
g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g
g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g
g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g
g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g
g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g
g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g
g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g
g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g
g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g
g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g
g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g
g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g
g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g
g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g
