g;g;g;0;p;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;0;p;0;0;0;0;0;p;p;p;0;0;0;0;0;p;0;p;0;0;0;0;p;p;0;p;0;0;p;p;0;0;0;g;g;g;g;g;g
g;g;0;0;p;0;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;0;p;0;0;0;0;0;p;0;p;0;0;0;0;0;p;0;p;0;0;0;0;p;p;p;p;0;0;p;p;0;0;0;g;g;g;g;g;g
g;g;0;0;p;0;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;p;0;0;0;0;0;p;0;p;0;0;0;0;0;p;0;p;0;0;0;0;p;p;0;p;0;0;p;p;0;0;0;g;g;g;g;g;g
g;g;0;0;p;0;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;0;p;0;0;0;0;0;p;p;p;0;0;0;0;0;p;0;p;0;0;0;0;p;p;p;p;0;0;p;p;0;0;0;0;g;g;g;g;g
g;g;0;0;p;0;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;0;p;0;0;0;0;0;0;0;0;0;0;0;0;0;p;0;p;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;g;g;g;g;g
0;0;0;0;p;0;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;0;p;0;0;0;0;0;0;0;0;0;0;0;0;0;p;0;p;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;g;0;g;g;g
0;0;0;0;p;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;0;p;0;0;0;0;0;0;0;0;0;0;0;0;0;p;0;p;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;g;g;g
0;0;0;0;p;0;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;p;0;p;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;g
0;0;0;0;p;0;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;p;0;0;0;0;p;0;p;0;0;0;0;0;p;p;p;0;0;0;0;0;p;0;p;0;0;0;0;p;p;p;p;0;0;p;p;0;0;0;0;0;0;0;0;g
0;0;0;0;p;0;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;0;p;0;0;0;0;p;0;p;0;0;0;0;0;p;0;p;0;0;0;0;0;p;0;p;0;0;0;0;p;p;0;p;0;0;p;p;0;0;0;0;0;0;0;0;g
0;0;0;0;p;0;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;0;p;0;0;0;0;p;0;p;0;0;0;0;0;p;0;p;0;0;0;0;0;p;0;p;0;0;0;0;p;p;0;p;0;0;p;p;0;0;0;0;0;0;0;0;g
0;0;0;0;p;0;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;0;p;0;0;0;0;p;0;p;0;0;0;0;0;p;0;p;0;0;0;0;0;p;0;p;0;0;0;0;p;p;0;p;0;0;p;p;0;0;0;0;0;0;0;0;0
0;0;0;0;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;0;0;0;0;0;0;0;0;0;p;0;p;0;0;0;0;p;p;p;0;0;0;0;0;p;0;p;0;0;0;0;0;p;0;p;0;0;0;0;p;p;p;p;0;0;p;p;0;0;0;0;0;0;0;0;0
0;0;0;0;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;0;0;0;0;0;0;0;0;0;p;0;p;0;0;0;0;p;0;p;0;0;0;0;0;p;0;p;0;0;0;0;0;p;0;p;0;0;0;0;p;0;p;p;0;0;p;p;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;p;0;0;0;0;p;0;p;0;0;0;0;0;p;0;p;0;0;0;0;0;p;0;p;0;0;0;0;p;0;p;p;0;0;p;p;0;0;0;0;0;0;0;0;0
