0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0
0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0
0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;J;J;0;0
0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;J;J;0;0
0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0
J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;J;J;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;0;0
J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;J;J;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;0;0
0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0
0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0
0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;J;J;0;0
0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;J;J;0;0
0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0
0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;L;J;J;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0
J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;J;J;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0
J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;J;J;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;J;J;0;0;0;0;0;0;0;J;J;0;0
