0;L;L;0;0;0;0;J;J;0;0;^;^;0;0;0;0;0;0;N;N;0;0;0;0;0;0;$;$;0;0;0;O;O;0;0;0;0;0;0;H;H;0
0;L;L;0;0;0;0;J;J;0;0;^;^;0;0;0;0;0;0;N;N;0;0;0;0;0;0;$;$;O;O;O;O;O;0;0;0;0;0;0;H;H;0
0;L;L;0;0;0;0;J;J;^;^;^;^;0;0;0;0;0;0;N;N;0;0;0;0;0;0;$;$;O;O;O;O;O;0;0;0;0;0;0;H;H;0
0;L;L;0;0;0;0;J;J;^;^;^;^;0;0;0;0;0;0;N;N;N;N;N;N;N;N;$;$;0;0;0;O;O;0;0;0;0;0;0;H;H;0
0;L;L;0;0;0;0;J;J;0;0;^;^;0;0;0;0;0;0;N;N;N;N;N;N;N;N;$;$;0;0;0;O;O;H;H;H;H;H;H;H;H;0
0;L;L;L;L;L;L;J;J;0;0;^;^;0;0;0;0;0;0;N;N;0;0;0;0;0;0;$;$;0;0;0;O;O;H;H;H;H;H;H;H;H;0
0;L;L;L;L;L;L;J;J;0;0;^;^;0;0;0;0;0;0;N;N;0;0;0;0;0;0;$;$;0;0;0;O;O;0;0;0;0;0;0;H;H;0
0;L;L;0;0;0;0;J;J;0;0;^;^;^;^;^;^;^;^;N;N;0;0;0;0;0;0;$;$;0;0;0;O;O;0;0;0;0;0;0;H;H;0
0;L;L;0;0;0;0;J;J;0;0;^;^;^;^;^;^;^;^;N;N;0;0;0;0;0;0;$;$;0;0;0;O;O;0;0;0;0;0;0;H;H;0
0;L;L;J;J;J;J;J;J;0;0;^;^;0;0;0;0;0;0;N;N;$;$;$;$;$;$;$;$;0;0;0;O;O;O;O;O;O;O;O;H;H;0
0;L;L;J;J;J;J;J;J;0;0;^;^;0;0;0;0;0;0;N;N;$;$;$;$;$;$;$;$;0;0;0;O;O;O;O;O;O;O;O;H;H;0
0;L;L;0;0;0;0;J;J;0;0;^;^;0;0;0;0;0;0;N;N;0;0;0;0;0;0;$;$;$;$;$;O;O;0;0;0;0;0;0;H;H;0
0;L;L;0;0;0;0;J;J;0;0;^;^;N;N;N;N;N;N;N;N;0;0;0;0;0;0;$;$;$;$;$;O;O;0;0;0;0;0;0;H;H;0
0;L;L;0;0;0;0;J;J;0;0;^;^;N;N;N;N;N;N;N;N;0;0;0;0;0;0;$;$;0;0;0;O;O;0;0;0;0;0;0;H;H;0
0;L;L;0;0;0;0;J;J;J;J;^;^;0;0;0;0;0;0;N;N;N;N;N;N;N;N;$;$;0;0;0;O;O;H;H;H;H;H;H;H;H;0
0;L;L;0;0;0;0;J;J;J;J;^;^;0;0;0;0;0;0;N;N;N;N;N;N;N;N;$;$;0;0;0;O;O;H;H;H;H;H;H;H;H;0
0;L;L;0;0;0;0;J;J;0;0;^;^;0;0;0;0;0;0;N;N;0;0;0;0;0;0;$;$;0;0;0;O;O;0;0;0;0;0;0;H;H;0
0;L;L;0;0;0;0;J;J;0;0;^;^;N;N;N;N;N;N;N;N;0;0;0;0;0;0;$;$;O;O;O;O;O;0;0;0;0;0;0;H;H;0
0;L;L;J;J;J;J;J;J;0;0;^;^;N;N;N;N;N;N;N;N;0;0;0;0;0;0;$;$;O;O;O;O;O;0;0;0;0;0;0;H;H;0
0;L;L;J;J;J;J;J;J;0;0;^;^;0;0;0;0;0;0;N;N;0;0;0;0;0;0;$;$;0;0;0;O;O;0;0;0;0;0;0;H;H;0
0;L;L;0;0;0;0;J;J;0;0;^;^;0;0;0;0;0;0;N;N;$;$;$;$;$;$;$;$;0;0;0;O;O;O;O;O;O;O;O;H;H;0
0;L;L;0;0;0;0;J;J;0;0;^;^;0;0;0;0;0;0;N;N;$;$;$;$;$;$;$;$;0;0;0;O;O;O;O;O;O;O;O;H;H;0
0;L;L;0;0;0;0;J;J;0;0;^;^;0;0;0;0;0;0;N;N;0;0;0;0;0;0;$;$;0;0;0;O;O;0;0;0;0;0;0;H;H;0
