0;Ó;Ó;Ó;Ó;g;g;g;g;g;g;g;g;g;g;@;0;@;0;0;0;0;0;0;0;0;@;0;@;0;0;0;0;0;0;0;@;0;@;0
Ó;Ó;Ó;Ó;Ó;g;g;g;g;g;g;g;g;g;g;@;0;@;0;0;0;0;0;0;0;0;@;0;@;0;0;0;0;0;0;0;@;0;@;0
Ó;Ó;Ó;g;g;g;g;g;g;g;g;g;g;g;g;@;0;@;0;0;0;0;0;0;0;0;@;0;@;0;0;0;0;0;0;0;@;0;@;0
Ó;Ó;Ó;g;g;g;g;g;g;g;g;g;g;g;g;@;0;@;0;0;0;0;0;0;0;0;@;0;@;0;0;0;0;0;0;0;@;0;@;0
¥;Ó;Ó;g;g;g;g;g;g;g;g;g;g;g;g;@;0;@;0;0;0;0;0;0;0;0;@;0;@;0;0;0;0;0;0;0;@;0;@;0
¥;Ó;Ó;g;g;g;g;g;g;g;g;g;g;g;g;@;0;@;0;0;0;0;0;0;0;0;@;0;@;0;0;0;0;0;0;0;@;0;@;0
¥;¥;Ó;g;g;g;g;g;g;g;g;g;g;g;g;@;0;@;0;0;0;0;0;0;0;0;@;0;@;0;0;0;0;0;0;0;@;0;@;0
¥;¥;Ó;0;g;g;g;g;g;g;g;g;g;g;g;@;0;@;0;0;0;0;0;0;0;0;@;0;@;0;0;0;0;0;0;0;@;0;@;0
¥;¥;Ó;0;g;g;g;g;g;g;g;g;g;g;g;@;0;@;0;0;0;0;0;0;0;0;@;0;@;0;0;0;0;0;0;0;@;0;@;0
¥;¥;¥;0;g;g;g;g;g;g;g;g;g;g;g;@;0;@;0;0;0;0;0;0;0;0;@;0;@;0;0;0;0;0;0;0;@;0;@;0
¥;¥;¥;0;g;g;g;g;g;g;g;g;g;g;g;@;0;@;0;0;0;0;0;0;0;0;@;0;@;0;0;0;0;0;0;0;@;0;@;0
¥;¥;¥;0;g;g;g;g;g;g;g;g;g;g;g;@;0;@;0;0;0;0;0;0;0;0;@;0;@;0;0;0;0;0;0;0;@;0;@;0
¥;¥;¥;0;0;g;g;g;g;g;g;g;g;g;g;@;0;@;0;0;0;0;0;0;0;0;@;0;@;0;0;0;0;0;0;0;@;0;@;0
¥;¥;¥;0;0;g;g;g;g;g;g;g;g;g;g;@;0;@;0;0;0;0;0;0;0;0;@;0;@;0;0;0;0;0;0;0;@;0;@;0
¥;¥;0;0;0;g;g;g;g;g;g;g;g;g;g;@;0;@;0;0;0;0;0;0;0;0;@;0;@;0;0;0;0;0;0;0;@;0;@;0
0;0;0;0;0;g;g;g;g;g;g;g;g;g;g;@;0;@;0;0;0;0;0;0;0;0;@;0;@;0;0;0;0;0;0;0;@;0;@;0
0;0;0;0;0;g;g;g;g;g;g;g;g;g;g;@;0;@;0;0;0;0;0;0;0;0;@;0;@;0;0;0;0;0;0;0;@;0;@;0
0;0;0;0;0;g;g;g;g;g;g;g;g;g;g;@;0;@;0;0;0;0;0;0;0;0;@;0;@;0;0;0;0;0;0;0;@;0;@;0
0;0;0;0;0;g;g;g;g;g;g;g;g;g;g;@;0;@;0;0;0;0;0;0;0;0;@;0;@;0;0;0;0;0;0;0;@;0;@;0
0;0;0;0;0;0;0;g;g;g;g;g;g;g;g;@;0;@;0;0;0;0;0;0;0;0;@;0;@;0;0;0;0;0;0;0;@;0;@;0
0;0;0;0;0;0;0;g;g;g;g;g;g;g;g;@;0;@;0;0;0;0;0;0;0;0;@;0;@;0;0;0;0;0;0;0;@;0;@;0
0;0;0;0;0;0;0;g;g;g;g;g;g;g;g;@;0;@;0;0;0;0;0;0;0;0;@;0;@;0;0;0;0;0;0;0;@;0;@;0
0;0;0;0;0;0;0;g;g;g;g;g;g;g;g;@;0;@;0;0;0;0;0;0;0;0;@;0;@;0;0;0;0;0;0;0;@;0;@;0
