0;¢;¢;Ä;Ä;Ä;Ä;Ä;Ä;Ä;Ä;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;©;©;©;©;©;©;©;©;©;©;©;©;©;©;©;©
¢;¢;¢;Ä;Ä;Ä;Ä;Ä;Ä;Ä;Ä;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;©;©;©;©;©;©;©;©;©;©;©;©;©;©;©;©;©
¢;¢;¢;Ä;Ä;Ä;Ä;Ä;Ä;Ä;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;©;©;©;©;©;©;©;©;©;©;©;©;©;©;©;©;©;©
¢;¢;¢;¢;Ä;Ä;Ä;Ä;Ä;Ä;¢;¢;¢;¢;¢;¢;¢;¢;0;0;0;©;©;0;0;0;0;0;0;0;0;0;0;0;0;©;©;©;©;©
¢;¢;¢;¢;Ä;Ä;Ä;Ä;Ä;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;©;©;©
¢;¢;¢;¢;¢;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;©;©;©
¢;¢;¢;¢;¢;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;©;©;©
¢;¢;¢;¢;¢;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;©;©;©
¢;¢;¢;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;©
¢;¢;¢;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;©
¢;¢;¢;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;©;©;©;©;©;©;©;©;©;©;©;©;©;©;©;©;©;©;©
¢;¢;¢;0;0;0;0;0;0;0;0;0;0;Ä;Ä;Ä;Ä;Ä;¢;¢;¢;¢;©;©;©;©;©;©;©;©;©;©;©;©;©;©;©;©;©;©
¢;¢;0;0;0;0;0;0;0;0;0;Ä;Ä;Ä;Ä;Ä;Ä;Ä;¢;¢;¢;¢;¢;©;©;©;©;©;©;©;©;©;©;©;©;©;©;©;©;¢
Ä;0;0;0;0;0;0;0;0;0;Ä;Ä;Ä;Ä;Ä;Ä;Ä;Ä;¢;¢;¢;¢;¢;©;©;©;©;©;Ä;Ä;Ä;Ä;¢;¢;¢;¢;¢;¢;¢;¢
Ä;0;0;0;0;0;0;0;Ä;Ä;Ä;Ä;Ä;Ä;Ä;Ä;Ä;Ä;¢;¢;¢;¢;¢;¢;¢;Ä;Ä;Ä;Ä;Ä;Ä;Ä;¢;¢;¢;¢;¢;¢;¢;¢
Ä;0;0;0;0;0;0;0;Ä;Ä;Ä;Ä;Ä;Ä;Ä;Ä;Ä;¢;¢;¢;¢;¢;¢;¢;¢;Ä;Ä;Ä;Ä;Ä;Ä;Ä;Ä;Ä;¢;¢;¢;¢;¢;¢
¢;0;0;0;0;0;0;0;Ä;Ä;Ä;Ä;Ä;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;Ä;Ä;Ä;Ä;Ä;Ä;Ä;Ä;Ä;¢;¢;¢;¢;¢;Ä
¢;0;0;0;0;0;0;0;0;0;0;0;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;Ä;Ä;Ä;Ä;¢;¢;¢;¢;¢;Ä
¢;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;Ä
¢;¢;0;0;0;0;0;0;0;0;0;0;0;0;0;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢
¢;¢;¢;¢;0;0;0;0;0;0;0;0;0;0;0;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢
¢;¢;¢;¢;¢;¢;0;0;0;0;0;0;0;0;0;¢;¢;¢;¢;Ä;Ä;Ä;Ä;Ä;¢;¢;¢;¢;¢;¢;Ä;Ä;Ä;Ä;¢;¢;¢;¢;¢;¢
¢;¢;¢;¢;¢;¢;0;0;0;0;0;0;0;0;0;¢;¢;Ä;Ä;Ä;Ä;Ä;Ä;Ä;¢;¢;¢;¢;¢;Ä;Ä;Ä;Ä;Ä;Ä;¢;¢;¢;¢;¢
