#;#;#;#;#;F;0;0;0;0;0;0;0;0;#;#;#;#;#;0;0;0;0;0;0
#;#;#;#;#;F;0;0;0;0;0;0;0;0;#;#;#;#;#;0;0;0;0;0;0
#;#;#;#;#;F;0;0;0;0;0;0;0;0;#;#;#;#;#;0;0;0;0;0;0
#;#;#;#;#;F;0;0;0;0;0;0;0;0;#;#;#;#;#;0;0;0;0;0;0
#;#;#;#;#;0;0;0;0;0;0;0;0;0;#;#;#;#;#;0;0;0;0;0;0
#;#;#;#;#;0;0;0;0;0;0;0;0;0;#;#;#;#;#;0;0;0;0;0;0
#;#;#;#;#;0;0;0;0;0;0;0;0;0;#;#;#;#;#;0;0;0;0;0;0
#;#;#;#;#;0;0;0;0;0;0;0;0;0;#;#;#;#;#;0;0;0;0;0;0
#;#;#;#;#;0;0;0;0;0;0;0;0;0;#;#;#;#;#;0;0;0;0;0;0
#;#;#;#;#;0;0;0;0;0;0;0;0;0;#;#;#;#;#;0;0;0;0;0;0
#;#;#;#;0;0;0;0;0;0;0;0;0;0;#;#;#;#;#;0;0;0;0;0;0
#;#;#;#;0;0;0;0;0;0;0;0;0;0;#;#;#;#;#;0;0;0;0;0;0
#;#;#;#;0;0;0;0;0;0;0;0;0;0;#;#;#;#;#;0;0;0;0;0;0
#;#;#;#;0;0;0;0;0;0;0;0;0;0;#;#;#;#;#;0;0;0;0;0;0
i;#;#;#;#;0;0;0;0;0;0;0;0;0;#;#;#;#;#;0;0;0;0;0;0
i;#;#;#;#;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i;#;#;#;#;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i;i;#;#;#;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i;i;#;#;#;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i;i;#;#;#;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i;i;i;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i;i;i;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i;i;i;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i;i;i;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i;i;i;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i;i;i;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i;i;i;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i;i;i;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i;i;i;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
