0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6
0;0;0;0;0;0;0;0;V;V;V;V;V;V;V;V;V;V;V;V;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6
V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6
V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6
V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6
V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6
V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6
U;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6
U;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6
U;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6
U;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6
