0;±;±;±;±;±;±;±;±;±;±;±;Ó;Ó;Ó;Ó;Ó;Ó;±;±;±;±;±;±;±;±;±;±;¥;¥;±;±;±;±;±;Ó;Ó;Ó;Ó;Ó;±;±;±;±;±;±;±;±;±;¥;¥;¥;¥;¥;¥;¥;Ó;Ó;Ó;Ó;Ó;Ó;¥;¥;¥;Ó;Ó;Ó;¥;¥;¥;¥;¥;Ó;Ó;Ó;Ó;Ó;Ó;¥;¥;Ó;Ó;Ó;Ó;¥;¥;¥;0;0
±;±;±;±;±;±;±;±;±;±;±;Ó;Ó;Ó;Ó;Ó;Ó;Ó;Ó;±;±;±;±;±;±;±;É;¥;¥;¥;±;±;±;±;±;Ó;Ó;Ó;Ó;Ó;Ó;Ó;±;±;±;±;±;¥;¥;¥;¥;¥;¥;¥;¥;¥;Ó;Ó;Ó;Ó;Ó;Ó;Ó;¥;¥;Ó;Ó;¥;¥;¥;¥;Ó;Ó;Ó;Ó;Ó;Ó;Ó;Ó;¥;¥;Ó;Ó;Ó;Ó;¥;¥;¥;0;0
±;±;±;±;±;±;±;±;¥;É;±;Ó;Ó;Ó;Ó;Ó;Ó;Ó;Ó;Ó;Ó;±;±;±;±;Ó;Ó;Ó;¥;¥;±;±;±;±;±;±;±;Ó;Ó;Ó;Ó;Ó;±;±;±;±;±;É;¥;¥;¥;¥;¥;¥;¥;¥;Ó;Ó;Ó;Ó;Ó;Ó;Ó;¥;¥;¥;¥;¥;¥;¥;¥;Ó;Ó;Ó;Ó;Ó;Ó;Ó;¥;¥;¥;¥;Ó;Ó;Ó;Ó;¥;¥;0;0
Ó;±;±;±;±;±;±;É;¥;¥;¥;¥;¥;Ó;Ó;Ó;Ó;Ó;Ó;Ó;Ó;±;±;±;±;Ó;Ó;Ó;Ó;¥;¥;¥;¥;±;±;±;±;Ó;Ó;Ó;Ó;±;±;±;±;±;±;±;¥;¥;¥;¥;¥;¥;¥;Ó;Ó;Ó;Ó;Ó;Ó;Ó;Ó;¥;¥;¥;¥;¥;Ó;¥;¥;¥;Ó;Ó;Ó;Ó;¥;¥;¥;¥;¥;¥;Ó;Ó;Ó;Ó;¥;@;@;@
Ó;Ó;Ó;Ó;±;±;É;±;¥;¥;¥;¥;¥;¥;Ó;Ó;Ó;Ó;Ó;Ó;±;±;±;É;±;¥;Ó;Ó;Ó;¥;¥;¥;±;±;±;±;±;±;±;±;±;±;±;±;±;±;±;Ó;Ó;¥;¥;¥;¥;¥;¥;Ó;Ó;Ó;Ó;Ó;Ó;Ó;Ó;Ó;¥;¥;¥;Ó;Ó;Ó;¥;¥;0;Ó;Ó;Ó;¥;¥;¥;¥;¥;¥;¥;Ó;Ó;Ó;¥;¥;¥;¥
Ó;Ó;Ó;Ó;Ó;Ó;¥;¥;¥;¥;¥;¥;¥;¥;¥;¥;±;É;±;±;±;±;¥;¥;¥;¥;¥;¥;¥;¥;¥;¥;±;±;±;±;±;±;±;±;±;±;±;±;±;Ó;Ó;Ó;Ó;Ó;Ó;¥;¥;¥;Ó;Ó;Ó;Ó;Ó;Ó;Ó;Ó;Ó;Ó;¥;¥;¥;Ó;Ó;0;0;0;0;0;0;0;0;¥;¥;¥;0;¥;¥;Ó;Ó;¥;¥;¥;¥;¥
Ó;Ó;Ó;Ó;Ó;Ó;¥;¥;¥;¥;¥;¥;¥;¥;¥;¥;¥;¥;¥;¥;¥;¥;¥;¥;¥;¥;¥;¥;¥;¥;¥;¥;±;É;±;±;±;±;±;±;±;±;±;±;Ó;Ó;Ó;Ó;Ó;Ó;Ó;¥;¥;¥;Ó;Ó;Ó;Ó;Ó;Ó;Ó;Ó;¥;¥;¥;¥;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;¥;¥;¥;Ó;Ó;¥
Ó;Ó;Ó;¥;¥;¥;¥;¥;¥;¥;0;0;¥;¥;¥;¥;¥;¥;¥;¥;¥;¥;¥;¥;¥;0;¥;¥;¥;¥;¥;0;0;0;0;±;±;±;±;É;±;±;±;±;Ó;Ó;Ó;Ó;Ó;Ó;¥;¥;0;0;0;0;0;0;0;Ó;Ó;Ó;¥;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;¥;¥;Ó;Ó;Ó
¥;¥;¥;¥;¥;0;0;0;0;0;0;0;0;0;0;0;0;0;¥;¥;¥;¥;¥;¥;0;0;0;0;0;0;0;0;0;0;0;É;±;±;±;0;±;±;±;É;±;Ó;Ó;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;¥;¥;Ó;Ó;Ó
¥;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;¥;¥;¥;¥;¥;0;0;0;0;0;0;0;0;0;0;0;0;±;±;±;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;¥;¥;¥;Ó;Ó
¥;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;¥;¥;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;±;É;±;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ó;Ó
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;±;±;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
±;±;É;0;0;0;0;0;0;¥;¥;¥;¥;¥;¥;¥;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ó;Ó;Ó;Ó;Ó;0;0;0;0;0;0;0;¥;¥;¥;¥;¥;¥;¥;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;¥;¥;¥;¥;¥;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
