0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;n;n;n;n;n;n;0
0;0;0;0;0;0;0;n;n;n;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;n;n;n;n;n;n;0;0;0;0;n;n;n;n;n;n;n;n;n;n;n;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;n;n;n;n;n;n;0
0;n;n;0;0;0;n;n;n;n;0;0;0;0;0;0;0;0;0;0;0;n;n;n;n;n;0;0;0;n;n;n;n;n;n;0;0;0;o;n;n;n;n;n;n;n;n;n;n;n;n;0;0;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;0;0;0;0;0;0;0;0;0;0;0;0;0;n;n;n;n;n;n;0
0;n;n;0;0;0;n;n;n;n;0;0;0;0;0;0;0;0;0;0;n;n;n;n;n;n;0;0;0;n;n;n;n;n;n;0;0;0;0;n;n;n;n;n;n;n;n;n;n;n;n;0;0;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;0;0;0;0;0;0;0;0;0;0;0;0;0;n;n;n;n;n;n;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;n;n;n;n;n;n;0;0;0;n;n;0;0;n;n;0;0;0;0;0;0;0;0;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;0;0;0;0;0;0;0;0;0;0;0;0;0;n;n;n;n;n;n;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;n;n;n;n;n;n;0;0;0;n;n;0;0;n;n;0;0;0;0;0;0;0;0;0;0;0;0;0;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;0;0;0;0;0;0;0;0;0;0;0;0;0;n;n;n;n;n;n;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;n;n;n;n;0;0;0;0;n;n;n;n;n;n;0;0;0;0;0;0;0;0;0;0;0;0;0;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;0;0;0;0;0;0;n;n;0;0;0;0;0;n;n;n;n;n;n;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;n;n;n;n;0;0;0;0;0;n;n;n;n;0;0;0;0;0;0;0;0;0;0;0;0;0;n;n;n;n;n;n;n;n;0;0;0;0;0;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;0;0;0;0;0;0;0;0;0;n;n;0;0;0;0;0;n;n;n;n;n;n;0
0;0;0;0;0;n;n;n;n;n;n;n;n;n;n;n;n;0;0;0;0;n;n;n;n;0;0;0;0;0;n;n;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;n;n;0;0;n;n;0;0;0;0;0;0;0;0;0;n;n;n;n;n;n;n;n;n;n;n;0;0;0;0;0;0;0;0;0;0;0;0;0;n;n;n;0;0;0;0;0;0;0;n;n;n;0
0;0;0;0;0;n;n;n;n;n;n;n;n;n;n;n;n;0;0;0;0;n;n;n;n;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;n;n;0;0;n;n;0;0;0;0;0;0;0;0;0;n;n;n;n;n;n;n;n;n;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;n;n;n;0;n;n;0;0;0;0;n;n;n;0
