0;0;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;0;0
0;0;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;0;0
B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;0;0
B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;0;0
B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;0;0
B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;0;0;0;0;0;0
B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;0;B;B;B;B;B;0;B;B;B;B;B;B;B;B;B;B;B;0;0;0;0
B;B;B;B;B;B;B;B;0;B;B;B;B;B;B;g;g;g;g;0;0;0;0;B;B;B;B;B;B;B;B;B;B;g;g;g;g;B;B;B;B;B;B;B;B;0;0;0;B;g;g;g;g;g;B;B;B;B;B;B;0;B;g;g;g;g;B;B;0;0;B;B;B;0;0;0;B;B;B;B;B;0;B;B;B;B;B;0;0;0
B;B;0;B;B;B;B;0;0;B;0;B;B;B;B;g;g;g;g;B;0;0;0;B;B;B;B;B;B;B;B;0;B;B;g;g;g;B;B;B;B;B;B;B;B;B;B;0;B;g;g;g;g;B;B;0;B;B;B;B;0;B;B;B;g;g;B;0;0;B;B;B;B;0;B;B;B;B;0;B;0;B;B;B;B;B;B;0;0;0
B;B;0;B;B;B;0;0;0;B;B;0;B;B;0;0;g;g;g;B;0;0;0;B;B;B;B;0;B;B;0;0;0;0;g;g;g;B;B;B;B;B;B;B;B;B;B;0;B;0;g;g;g;B;0;0;0;B;0;0;0;B;B;0;B;B;B;B;B;B;B;B;0;0;B;B;B;0;0;B;B;B;B;0;B;B;B;4;4;0
B;B;0;0;B;0;B;0;0;0;B;0;B;0;0;B;g;g;g;B;0;0;0;B;B;B;0;0;B;B;B;B;0;0;B;g;g;B;B;B;B;0;0;B;B;0;0;0;0;0;B;g;g;B;B;0;0;B;B;0;0;0;B;0;0;0;B;B;g;g;B;0;0;0;0;B;B;0;0;B;B;B;0;0;B;B;0;4;4;4
B;0;0;B;B;0;B;B;0;0;0;0;0;B;0;B;g;g;B;B;0;B;B;0;B;B;B;B;0;B;B;0;0;B;B;g;g;B;B;0;B;B;0;0;B;0;0;0;0;0;B;0;B;B;B;B;0;0;0;0;B;B;0;0;0;0;0;B;g;g;g;0;B;0;0;0;B;0;0;0;B;0;0;0;0;0;0;4;4;4
B;9;9;0;0;0;0;B;0;0;0;B;0;B;B;g;g;g;B;0;B;B;B;0;0;B;B;0;0;B;g;g;0;B;B;B;B;B;0;0;0;B;0;0;B;0;B;B;0;0;0;0;B;B;g;B;0;0;0;0;0;B;0;0;0;0;0;B;g;g;g;B;B;B;0;0;0;0;0;0;B;B;0;0;0;0;0;4;4;4
g;g;g;9;9;g;B;B;B;B;0;B;B;g;g;g;g;B;B;B;B;B;B;0;0;B;0;0;B;B;g;g;g;B;B;B;0;0;0;0;B;B;B;B;0;B;B;B;B;0;0;0;0;B;g;g;0;0;B;0;B;B;0;0;B;0;B;g;g;g;g;g;g;B;0;B;0;0;0;B;g;g;B;0;0;8;4;4;4;4
g;g;g;g;g;g;g;B;B;B;0;B;B;g;g;g;g;g;0;B;B;B;0;0;0;0;B;0;B;g;g;g;g;B;B;B;B;0;0;0;B;B;B;B;0;B;B;B;B;B;0;B;B;g;g;g;g;g;g;B;B;B;B;0;B;B;B;g;g;g;g;g;g;B;B;B;B;0;0;B;g;g;g;B;B;4;4;4;4;4
B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;0;B;B;B;0;0;B;B;B;B;g;g;g;g;B;B;B;B;0;B;B;B;B;B;B;0;0;0;B;B;B;B;B;B;g;g;g;g;g;g;B;B;B;B;B;B;B;B;g;g;g;g;g;g;B;B;B;B;B;g;g;g;g;g;B;B;4;4;4;4;4
