0;¢;¢;Ä;Ä;Ä;Ä;Ä;Ä;Ä;¢;¢;¢;¢;¢;¢;¢;0;0;0;0;0;0;0;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;Ä;Ä;Ä;Ä;Ä;Ä
p;¢;¢;Ä;Ä;Ä;Ä;Ä;Ä;Ä;¢;¢;¢;¢;¢;¢;Ó;0;0;0;0;0;0;0;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;Ä;Ä;Ä;Ä;Ä;Ä
p;¢;¢;¢;Ä;Ä;Ä;¢;¢;¢;¢;¢;¢;¢;Ó;Ó;Ó;0;0;0;0;0;0;0;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;Ä;Ä;Ä;¢;¢
p;¢;¢;¢;Ä;Ä;Ä;¢;¢;¢;¢;¢;Ó;Ó;Ó;Ó;Ó;0;0;0;0;0;0;0;Ó;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;Ä;Ä;Ä;¢;¢
p;¢;¢;¢;Ä;Ä;Ä;¢;¢;¢;¢;¢;¢;Ó;Ó;Ó;Ó;0;0;0;0;0;0;Ó;Ó;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;Ä;Ä;Ä;Ä;¢
p;p;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;Ó;0;0;0;0;0;0;0;Ó;Ó;Ó;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;Ä;Ä;¢
p;p;p;p;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;Ó;0;0;0;0;0;0;0;Ó;Ó;Ó;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;Ä;Ä;¢
p;p;p;p;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;0;0;0;0;0;0;Ó;Ó;Ó;Ó;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢
0;p;p;p;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;0;0;0;0;0;0;Ó;Ó;Ó;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢
0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ó;Ó;Ó;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢;¢
0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
