U;U;U;U;0;0;0;0;0;0;0;0;0;U;U;U;U;U;0;0;0;0;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V;V
U;U;U;U;0;0;0;0;0;0;0;0;0;0;U;U;U;U;0;0;0;0;V;V;V;V;V;V;V;V;U;U;U;V;V;V;V;V;V;V
U;U;U;U;0;0;0;0;0;0;0;0;0;0;U;U;U;U;0;0;0;0;V;V;V;V;V;V;V;V;U;U;U;V;V;V;V;V;V;V
U;U;U;U;0;0;0;0;0;0;0;0;0;0;0;0;U;U;0;0;0;0;V;V;V;V;0;0;0;0;U;U;U;0;0;V;V;0;V;V
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;U;U;0;0;0;0;V;V;V;V;0;0;0;0;0;0;0;0;0;V;V;0;V;V
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;U;U;0;0;0;0;V;V;V;V;0;0;0;0;0;0;0;0;0;V;V;V;V;V
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V;V;V;V;V
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V;V;V;V;V
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V;0;V;V;V;V;V
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;U;U;U;U;U;U;U;U
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;U;U;U;U;0;0;U;U
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;U;U;U;U;U;U;U;U
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V;V;V;V;V;V;V;V;V
V;V;V;V;V;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
V;V;V;V;V;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
V;V;V;V;V;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U;U;V;V;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V;V;V;V;V;V;V;V;V
U;U;V;V;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V;V;V;V;V;V;V;V;V
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V;V;V;V;V;V;V;V;V
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
