b;b;b;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b
b;b;b;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b
b;b;b;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;0;0;0;0;0;0;b;b;0;0;0;0;b;b;b;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b;b
b;b;b;0;0;0;b;b;b;0;0;0;4;b;b;b;b;b;b;b;b;b;b;0;0;0;0;0;0;0;b;b;b;0;0;0;b;b;b;4;b;b;b;b;b;b;b;b;b;b;b;b;b;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b;b
b;b;b;0;0;0;b;b;b;0;0;0;4;0;b;b;b;0;b;b;b;b;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;0;0;4;b;b;b;b;0;0;0;b;b;b;b;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b;b;b
b;b;b;0;0;0;b;b;0;0;0;0;4;0;0;4;0;0;b;b;b;0;0;0;0;0;0;0;0;0;0;b;b;b;b;4;4;4;4;4;4;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b;b;b
b;b;0;0;0;0;b;b;0;0;0;0;4;4;4;4;0;0;0;4;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;4;b;b;b;b;b;b
b;b;0;0;0;0;0;0;0;0;0;0;4;0;0;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;4;0;0;b;b;b;b;b
b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;0;0;0;b;b;b;b
b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;4;4;4;b;b;b;b
b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;0;0;0;b;b;b;b
b;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;4;0;0;b;b;b;b;b;b
b;b;b;0;0;0;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;4;0;0;b;b;b;b;b;b
b;b;b;0;0;0;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b
b;b;b;0;0;0;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b
b;b;b;0;0;0;b;b;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b;b
b;b;b;0;0;0;b;b;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b;b
b;b;b;0;0;0;b;b;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b
b;b;b;0;0;0;b;b;b;4;0;4;4;4;b;b;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b
b;b;b;0;0;0;4;b;b;b;b;4;0;b;b;b;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;4;0;b;b;b;b;b;b;b
b;b;b;0;0;0;4;b;b;b;b;b;b;b;b;b;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;4;0;0;b;b;b;b;b;b
