I;I;I;I;I;I;0;0;0;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;h;h;h;h;h;I;I;I;I;I;h;h;h;h;h;h;I;I;I;I;I;I;I;I;I;I;I;I;I;h;h;h;h;h;h;h;h;I;I;I;I;I;I;I;I;I;I;I;I;h;h;h;h;h;I;I;I;I;0;0;0;0;0;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;0;0;0;h;h;h;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;h;h;h;h;I;0;0;I;I;I;h;h;h;h;I;I;I;I;I;I;I;I;0;I;I;I;I;I;h;h;h;h;h;h;I;I;I;I;I;I;I;I;I;I;I;I;h;h;h;h;h;h;h;I;I;I;I;0;0;0;0;0;0;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;0;0;0;h;h;h;h;h;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;0;I;I;I;0;0;0;0;0;0;0;h;h;0;0;0;0;I;I;0;0;0;0;I;I;I;I;I;h;h;h;h;I;I;I;I;I;I;I;I;I;I;I;I;I;h;h;h;h;h;h;h;h;I;I;I;0;0;0;0;0;0;I;I;h;h;h;h;I;I;I;I
I;I;I;I;h;h;0;0;0;0;I;h;h;h;h;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;h;h;h;h;h;h;h;h;h;I;I;0;0;0;0;0;0;0;h;h;h;h;h;h;h;h;I;I
I;I;I;h;h;h;0;0;0;0;I;I;h;h;h;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;I;0;0;I;I;0;0;0;I;I;I;I;I;I;h;h;h;h;h;I;I;I;I;I;I;I;0;0;0;0;0;h;h;h;h;h;h;h;h;h;I;I
I;I;I;h;h;0;0;0;0;0;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;0;0;I;I;I;I;I;I;I;I;0;0;0;0;0;h;h;h;h;h;h;h;I;I;I;I
I;I;I;h;h;0;0;0;0;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;I;I;I;I;0;0;0;0;0;0;0;h;h;h;I;I;I;I;I;I
I;I;I;I;I;I;0;0;0;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;0;0;0;0;0;0;0;0;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;0;0;0;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;I;I;h;h;h
I;I;I;I;0;0;0;0;0;0;I;I;I;I;I;I;h;h;h;h;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;7;7;I;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;h;h;h;h
