1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 D
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 < 1 1 1 1 0 0 0 0 0 0 < 1 1 0 0 0 0 0
0 0 P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 < 1 1 1 1 0 0 0 0 0 0 < 1 1 0 0 P 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 ^ 0 0 0 0 0 0 0 < 1 1 1 1 0 0 0 0 0 0 < 1 1 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 1 ^ ^ ^ ^ ^ ^ ^ ^ 1 1 1 1 1 1 1 1 1 1 B _ _ 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 D C Q ^ ^ ^ ^ ^
1 0 0 0 ^ ^ ^ ^ ^ ^ ^ ^ ^ ^ 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 D S < < O ^ S 1
1 0 0 0 D D D D D D D D 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 D 1 B Q B C B R
1 0 0 0 D D D D D D D D 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 D 1 ^ 0 F W W S
1 0 0 0 D D D D D D D D 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 D 0 D 0 L R < S
1 0 0 0 D D D D D D D D 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 D 0 L L D O
1 0 0 0 D D D D D D D D 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 D 0 L L L W
1 0 0 0 D D D D D D D D 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 C C C < Q _ 0 1 D
1 0 0 0 D D D D D D D D 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 ^ R 0 W _ v F F C
1 0 0 0 D D D D D D D D 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 1 _ W L Q _ R _ D
1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 0 D F B 1 B < _ D
