1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 > 0 0 0 0 0 0 0 0 D D D D 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 > 0 0 0 0 0 0 0 0 D D D D 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 1 1 1 0
0 0 0 0 0 0 0 > 0 0 0 0 0 0 0 0 v 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 0
0 0 0 0 D D D 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 P 0 D D D 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 1 1 ^ 0 0 0 0 0 0 0 0 0 P 0 0
0 0 0 0 D D D 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 1 1 1 ^ 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 ^ ^ 0 0 0 0 0 0 0 0 1
1 0 R 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Q < 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 D 0 0 0 0 0 0 C F v < 1 1 1 1 1 1 1
1 0 0 0 0 0 0 1 1 1 1 1 1 1 ^ ^ ^ ^ ^ ^ ^ ^ D 0 0 0 0 0 0 0 F < _ R R 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 D 0 0 0 0 0 0 0 0 S _ B C S F O _ _
1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 1 1 1 D 0 0 0 0 0 0 0 0 v W O < S > S 0 0
1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 1 1 1 D 0 0 0 0 0 0 0 0 0 W Q v Q _ 1 W ^
1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 D 0 0 0 0 0 0 0 0 0 C L _ ^ S B W R
1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 D 0 0 0 0 0 0 0 0 0 0 S W L L _ B L
1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 D D D 1 0 0 0 0 0 0 0 0 0 0 S > > B B Q S
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 D D D 1 0 0 0 0 0 0 0 0 0 0 D Q D _ 0 _ O
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 D D D 1 0 0 0 0 0 0 0 0 0 0 D O O R < B 1
