1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 < 1 1 1 1 1 1 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 < 1 1 1 1 1 1 0 1
1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 < 1 1 1 1 1 1 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 < 1 1 1 1 1 1 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 < 1 1 1 1 1 1 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 < 1 1 1 1 0 0 0 0
0 0 P 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 0 0 < 1 1 1 1 0 P 0 0
0 0 0 0 0 0 0 0 0 ^ ^ ^ 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 0 0 < 1 1 1 1 0 0 0 0
1 0 0 0 0 0 0 0 0 1 1 1 ^ 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 0 0 < 1 1 1 1 1 1 0 0
1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 ^ ^ 1 1 1 1 1 1 1 1 0 0 0 0 < 1 1 1 1 1 1 0 0
1 0 0 0 0 R 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 < 1 1 1 1 1 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 < 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 D B S Q C 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 > 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 D _ 1 B _ F B > D
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 > 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 D S Q L O C < _ Q
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 > 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 D F R D Q 0 > 1 ^
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 > 0 0 0 0 1 0 1 1 1 1 1 1 1 1 1 D ^ W D S R D F D
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ^ 1 0 1 1 1 0 0 0 0 0 1 0 W ^ < B Q S S <
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1 0 0 0 0 0 1 0 _ 1 1 R R L < W
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1 0 0 0 0 0 1 0 0 1 1 B ^ < S 1
