1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 ^ ^ ^ ^ ^ ^ ^ ^ ^ ^ 0 0 0 0 0 0 0 0 0 < 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 < 1 1 1 1 ^ ^ ^ ^ ^ ^ ^ 0 0 0 0
0 0 P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 < 1 1 1 1 1 1 1 1 1 1 1 0 P 0 0
0 0 0 0 0 0 0 0 0 D D D D D 0 0 0 0 0 0 0 0 0 0 < 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0
1 0 0 0 0 0 0 0 0 D D D D D ^ ^ ^ ^ ^ ^ ^ ^ ^ 0 < 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 D D D D D 1 1 1 1 1 1 > ^ 0 0 < 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 D D D D D 0 0 1 1 1 1 > 1 ^ ^ ^ 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 D D D D D ^ ^ 1 1 1 1 > L L 0 0 ^ ^ ^ ^ ^ 0 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 D D D D D 1 1 1 1 1 1 0 C Q L Q > < 0 > R C 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 D D D D D 1 1 1 1 1 1 1 0 Q 0 _ L L L R L ^ O O 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 D D D D D 1 1 1 1 1 1 1 1 W < > v 0 1 D F _ ^ R < 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 D D D D D 1 1 1 1 1 1 1 1 C R _ B W O ^ B > > R R v v v v v v
1 0 0 0 0 0 0 0 0 D D D D D 1 1 1 1 1 1 1 1 0 R S L _ F W D Q D > F C W 1 O < _
1 0 0 0 0 0 0 0 0 D D D D D 1 1 1 1 1 1 1 1 0 0 < Q C S > < C > Q O W B B R v F
1 0 0 0 0 0 0 0 0 D D D D D 1 1 1 1 1 1 1 1 0 0 < _ Q ^ L O v L F S < D 0 R 1 L
1 1 1 1 0 1 1 1 1 D D D D D 1 1 1 1 1 1 1 1 0 0 < 1 v > S _ F R D D > C ^ < O _
