1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1
1 0 0 0 < 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ^ ^ ^ ^ ^ ^ ^ ^ ^ ^ ^ 1 1 1 1
1 0 0 0 < 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 > Q W B > 0 0 0
0 0 0 0 < 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 > > R W _ R 0 0
0 0 0 0 < 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 > D L L D O L 0
0 0 0 0 < 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 W F ^ 0 0 0 0
0 0 P 0 < 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ^ R 0 P 0 0
0 0 0 0 < 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 < 0 0 0 0
1 0 0 0 < 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 1 Q W O ^ O
1 0 0 0 < 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 F D S F <
1 0 0 0 < 1 0 0 0 0 0 0 0 0 0 0 0 0 _ 0 0 0 0 < 1 1 1 1 0 0 0 0 0 0 1 R W ^ R ^
1 0 0 0 < 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 O R L R L S 1 1 1 1 1 1 F v < Q C
1 0 0 0 < 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 C L D S S C F > 0 0 1 F R > < S
1 0 0 0 < 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 O v F > R 0 > 0 0 1 0 W S 1 _
1 0 0 0 < 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 _ D _ D C W _ W R O Q < ^ ^ O
1 0 0 0 < 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 W R W ^ 0 B C v < ^ C < O C
1 0 0 0 < 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 v Q S L _ _ O Q B ^ D S >
1 0 0 0 < 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 D Q R 1 Q R v Q L F R W
1 0 0 0 < 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 D C F F 0 _ L ^ F 0 1 1
1 1 0 0 < 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 ^ S v B > O F 1 O v v
