d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;d;d;d;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;d;d;d;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;d;d;d;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;d;d;d;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;d;d;d;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;d;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;4;4;4;4;4;4;4;4;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;4;4;4;4;4;4;4;4;4;d;d;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;d;4;4;4;4;4;4;4;4;4;4;4;4;d;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;d;4;4;4;4;4;4;4;4;4;4;4;4;d;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;d;4;4;4;4;4;4;4;4;4;4;4;4;d;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;d;d;4;4;4;4;4;4;4;4;4;4;d;d;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;d;d;4;4;4;4;4;4;4;4;4;4;d;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;d;4;4;4;4;4;4;4;4;4;4;4;4;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;d;4;4;4;4;4;4;4;4;4;4;4;4;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;d;d;d;d;0;0;0;0;0;0;0;d;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;d;4;4;4;4;4;4;4;4;4;4;4;4;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;d;d;d;d;0;d;d;d;d;d;0;d;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;d;d;d;d;0;d;d;d;d;d;d;d;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;d;d;d;d;0;d;d;d;d;d;d;d;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;0;0;1;1;1;0;0;0;0;1;1;0;0;0;d;d;d;d;d;d;d;0;d;d;d;d;d;d;d;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;0;0;1;1;1;0;0;0;0;1;1;0;0;0;d;d;d;d;d;d;d;0;0;d;d;d;d;d;d;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;0;1;1;1;1;0;0;0;1;1;1;1;0;0;d;d;d;d;d;d;d;0;0;d;d;d;d;d;d;d;d;d;d;d;d
