1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 S 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 S 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 S 0 0 0 0 0 0 S 0 0 0 0 0 0 S 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 S 0 0 0 S 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 S 0 0 0 0 S 0 0 0 0
0 0 P 0 0 0 1 1 1 1 1 1 1 1 ^ ^ ^ ^ ^ ^ ^ ^ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 P 0 0
0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 > 1 1 1 ^ ^ ^ ^ ^ ^ 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 > > 0 0 0 0 > 1 1 1 ^ ^ ^ 0 0 0 0 0 0 0 1 1
1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 S 0 > _ > 0 0 0 B < 1 1 1 1 1 ^ ^ ^ ^ ^ ^ ^ 1 1
1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 > v < v O v _ ^ 1 1 1 1 1 1 1 1 1 1 1 1 1 S
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 > F 0 Q > v ^ S 1 1 1 1 1 1 1 1 1 1 1 1 0 0
1 0 0 0 0 S 0 0 0 0 0 0 0 0 0 0 0 0 > < D C Q W S S 1 1 1 1 1 1 1 1 1 1 1 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 > _ ^ S > > C 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0
1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 > R D O ^ W ^ > 0 0 0 0 0 0 0 0 0 0 1 0 0 0
1 0 0 0 0 S 0 0 0 0 0 1 0 0 S 0 0 0 0 0 Q Q F Q ^ S _ 0 0 0 0 0 0 0 0 0 1 0 0 0
1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 v W v F 1 1 1 B O R 0 0 0 0 0 0 1 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 < R W < O ^ ^ F C > Q 0 0 0 0 0 1 0 0 0
1 0 0 0 0 0 0 0 0 S 0 0 0 0 0 0 0 0 0 0 < F L S L L R L 0 R v C C C 0 0 0 0 0 0
1 1 1 1 1 1 1 S 0 0 0 0 0 0 0 0 0 0 0 0 < W F O v ^ C C F > Q 1 Q < > 0 0 0 0 0
