9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;0;0;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;a;0;0;0;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;9;9;9
9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;9;9;9
9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;9;9;9
9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;9;9;9
9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;0;a;9;9;9
9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;9;9;9
9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
9;9;9;9;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
9;9;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;a;a;a;a;a;a;a;a;a;a;a;a;9;9;9;9
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;a;0;0;0;0;0;0;0;0;0;0;a;9;9;9;9
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;0;0;0;0;0;0;0;0;0;0;a;9;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;a;0;0;0;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;9;9;0;0;0;0;0;0;9;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;9;9;0;0;0;0;0;0;0;9;9;0;0;0;0;0;0;9;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;9;9;9;9
9;9;9;0;0;0;0;0;0;0;9;9;9;9;9;9;9;9;9;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;9;9;9;9
9;9;9;0;0;0;0;9;9;9;9;9;9;9;9;9;9;9;9;a;0;0;0;0;0;0;0;a;a;a;a;0;0;0;0;a;9;9;9;9
9;9;9;0;0;0;0;9;9;9;9;9;9;9;9;9;9;9;9;a;a;a;a;a;a;a;a;a;9;9;a;a;a;a;a;a;9;9;9;9
9;9;9;0;0;0;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
9;9;9;0;0;0;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
