0;0;0;0;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;0;0;0;P;P;P;P;P;P;Q;Q;P;0;0;0;0;0;0;0;0
0;0;0;0;P;0;0;0;0;0;P;P;P;P;P;P;P;P;P;P;P;P;P;0;0;0;0;0;0;0;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;0;0;0;P;P;P;P;P;P;Q;Q;P;0;R;0;0;0;0;0;0
0;0;0;0;P;0;0;0;0;0;P;P;P;P;P;P;P;P;P;P;P;P;P;0;0;0;0;0;0;0;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;0;0;0;P;P;P;P;P;P;Q;Q;P;R;R;0;0;0;0;0;0
0;0;0;0;P;0;0;0;0;0;U;U;U;U;U;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;P;P;P;P;Q;Q;Q;Q;P;Q;Q;P;R;R;R;0;0;0;0;0
0;0;0;0;P;0;0;0;R;R;U;U;U;U;U;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;R;R;R;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;R;R;R;R;P;P;P;P;R;R;R;R;0;0;0;0
0;0;0;0;P;0;0;R;R;R;U;U;U;U;U;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;R;R;R;R;R;R;R;R;R;0;0;R;R;R;R;R;R;0;0;P;P;P;P;R;R;R;0;R;P;0;0;P;R;R;R;R;0;0;0;0
0;0;0;0;P;0;0;R;R;R;U;U;U;U;U;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;R;R;R;R;R;R;R;R;R;R;0;R;R;R;R;R;R;R;R;P;P;P;P;R;R;0;0;R;P;0;0;P;P;P;P;P;P;P;P;P
0;0;0;0;P;0;R;R;R;R;U;U;U;U;U;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;R;R;R;R;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;P;P;P;R;R;R;0;R;R;P;0;0;P;R;R;0;0;0;0;0;0
0;P;P;P;P;P;P;P;P;P;U;U;U;U;U;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;0;0;R;R;0;0;R;R;R;R;R;R;R;R;0;0;R;R;R;0;P;P;R;R;R;0;R;R;P;0;0;P;R;R;0;0;0;0;0;0
0;0;R;R;P;R;R;R;R;R;U;U;U;U;U;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;0;0;0;0;0;R;R;R;R;R;R;R;R;0;0;R;R;R;P;P;P;P;0;R;0;R;R;P;0;0;P;R;R;R;0;0;0;0;0
0;0;R;R;P;R;R;R;R;R;U;U;U;U;U;P;P;P;P;P;P;P;P;Q;Q;Q;Q;Q;Q;Q;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;0;0;0;R;R;P;0;0;P;R;R;R;0;0;0;0;0
