f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;ð;ð;ð;ð;ð;ð;ð;ð;f;f;f;f;f;f;f;f;f;f;ð;ð;ð;ð;ð;ð;ð;ð;f;f;f;f;f;f;f;f;ð;ð;ð;ð;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f
f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;ð;ð;ð;ð;ð;ð;ð;ð;f;f;f;f;f;f;f;f;f;f;ð;ð;ð;ð;ð;ð;ð;ð;f;f;f;f;f;f;f;f;ð;ð;ð;ð;f;f;f;f;f;f;f;f;f;f;f;f;f;f;0;0;f;f;f;f;f;0;0;0;0;0;0;f;f;f
f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;0;f;f;f;f;f;f;f;f;f;f;ð;ð;ð;ð;f;f;f;f;f;f;f;0;f;f;f;ð;ð;ð;ð;ð;ð;ð;ð;0;0;0;0;f;f;f;f;f;ð;ð;ð;f;f;f;0;0;0;0;0;0;f;f;f;f;f;0;0;f;f;f;f;f;0;0;0;0;0;0;f;f;f
f;f;0;0;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;0;0;0;0;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;ð;ð;ð;ð;ð;f;f;0;0;0;0;f;f;f;f;f;f;f;f;f;f;f;0;0;0;0;0;0;f;f;f;f;f;f;f;f;f;f;f;f;0;0;0;0;0;0;f;f;f
f;f;0;0;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;0;0;0;0;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;ð;ð;ð;ð;ð;f;f;0;0;0;0;f;f;f;f;f;f;f;f;f;f;f;0;0;0;0;0;0;f;f;f;f;f;f;f;f;f;f;f;f;0;0;0;0;0;0;f;f;f
f;f;f;f;f;f;f;f;f;f;f;0;f;f;f;0;0;f;f;f;f;f;f;f;f;f;f;0;0;0;0;0;f;f;f;f;f;f;f;f;0;0;0;0;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;0;0;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;ð;ð;ð;ð;f;f;0;0;0;0;f;f;f;f;f;f;f;f;f;f;f;0;0;0;0;0;0;f;f;f;f;f;f;f;f;f;f;f;f;0;0;0;0;0;0;f;f;f
f;f;f;f;f;f;f;f;f;f;f;0;0;f;f;0;0;f;f;f;f;f;f;f;f;f;f;0;0;0;0;0;f;f;f;f;f;f;f;f;0;0;0;0;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;0;0;f;f;f;f;f;f;f;f;0;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;0;0;0;0;0;0;f;f;f;f;f;f;f;f;f;f;f;f;0;0;0;0;0;0;f;f;f
f;f;f;f;f;f;f;f;0;f;f;0;0;f;0;0;0;0;f;f;f;f;f;f;f;f;f;0;0;0;0;0;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;0;0;0;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;0;0;0;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;0;0;0;0;0;0;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f
f;f;f;f;f;f;f;0;0;f;0;0;0;f;0;0;0;0;0;f;f;f;f;f;f;f;f;0;0;0;0;0;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;0;0;0;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;0;f;f;0;0;0;f;0;0;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;0;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;0;0;0;f;f;f;f;f;f;f;f;f;f;f;f;f
f;f;f;f;f;f;f;0;0;0;0;0;0;0;0;0;0;0;0;f;f;f;f;f;f;f;f;0;0;0;0;0;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;0;0;0;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;0;0;0;f;f;f;f;f;f;f;f;f;f;f;f;f
