b;b;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b
b;b;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b
b;b;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;0;0;b;b;b
b;b;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;0;0;0;0;0
b;b;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;0;0;0;b;b;b;b;b;b;b;b;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;0;0;0;0;0;0
b;b;0;0;0;0;0;0;b;b;b;b;0;b;b;b;b;0;0;0;b;b;b;b;b;b;b;b;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;0;0;0;0;0;0
b;b;0;0;0;0;0;0;b;b;b;0;0;b;b;b;0;0;0;0;b;b;b;b;b;b;b;b;0;0;0;0;0;0;0;b;b;0;0;0;b;b;b;b;0;0;0;0;l;l
b;l;l;0;0;0;0;0;b;b;0;0;0;b;b;b;0;0;0;0;0;b;b;b;b;b;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;0;0;0;l;l;l
b;l;l;0;0;0;0;0;b;b;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;l;l;l
b;l;l;0;0;0;0;0;b;b;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;l;l;l
b;l;l;0;0;0;0;0;0;b;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b
b;l;l;0;0;0;0;0;0;b;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;0;0;0;0;0;l;l;l;l;0;0;0;0;0;0;0;0;b;b;b
b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;0;0;0;0;0;0;0;0;0;l;l;l;l;l;l;l;l;0;0;0;0;b;b;b
b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;l;l;l;l;l;l;l;l;l;l;l;b;b
b;b;0;0;0;0;0;0;0;0;0;0;0;0;b;b;0;0;0;0;0;0;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;l;l;l;l;l;l;l;l;l;l;l;b;b
b;b;0;0;0;0;0;0;0;0;0;0;0;0;b;b;0;0;0;0;0;0;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;l;l;l;l;l;l;l;l;l;l;b;b
b;b;0;0;0;0;0;0;0;0;0;0;0;0;b;b;0;0;0;0;0;0;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;l;l;l;l;b;b;b;b;b;b;b;b
b;b;0;0;0;0;0;0;0;0;0;0;0;0;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b
b;b;0;0;0;0;0;0;0;0;0;0;0;0;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b
b;b;0;0;0;0;0;0;0;0;0;0;0;0;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b;b
b;b;0;0;0;0;0;0;0;0;0;0;0;0;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b
b;b;0;0;0;0;0;0;0;0;0;0;0;0;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b
b;b;0;0;0;0;0;0;0;0;0;0;0;0;b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b
b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b
b;b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;b;b;b;b;b;b;b;b;b
