0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;E;E;E
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;I;I;I;E;E;I;E;0;0;0;0;0;0;0;0;0;0;0;E;E;E
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;I;I;I;E;E;I;E;0;0;0;0;0;0;0;0;0;0;0;E;E;E
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;I;I;I;E;E;I;E;0;0;0;0;0;0;0;0;0;0;0;E;E;E
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;I;I;I;E;E;I;E;0;0;0;0;0;0;0;0;0;0;0;E;E;E
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;E;E;E
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;E;E;E
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;E;E;E
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;E;E;E
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;E;E;E
