M;M;M;M;M;M;M;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
M;M;M;M;M;M;M;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
M;M;M;M;M;M;M;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
C;M;M;C;C;M;M;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
C;M;M;C;C;M;M;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
C;M;M;C;C;M;M;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
C;M;M;C;C;M;M;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
M;M;M;M;M;M;M;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
M;M;M;M;M;M;M;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
C;M;M;C;C;M;M;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
C;M;M;C;C;M;M;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
C;M;M;C;C;M;M;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
C;M;M;C;C;M;M;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
M;M;M;M;M;M;M;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
M;M;M;M;M;M;M;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
M;M;M;C;C;M;M;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
M;M;M;C;C;M;M;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
M;M;M;C;C;M;M;0;0;0;0;0;0;0;0;M;M;M;M;M;M;C;C;M;M;C;C;M;M;M;M;M;M;C;C;M;M;C;C;M
M;M;M;C;C;M;M;0;0;0;0;0;0;0;0;M;M;M;M;M;M;C;C;M;M;C;C;M;M;M;M;M;M;C;C;M;M;C;C;M
M;M;M;M;M;M;M;0;0;0;0;0;0;0;0;M;M;M;M;M;M;C;C;M;M;C;C;M;M;M;M;M;M;C;C;M;M;C;C;M
M;M;M;M;M;M;M;0;0;0;0;0;0;0;0;M;M;M;M;M;M;C;C;M;M;C;C;M;M;M;M;M;M;C;C;M;M;C;C;M
C;M;M;C;C;M;M;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
C;M;M;C;C;M;M;0;0;0;0;0;0;0;0;M;M;C;C;M;M;C;C;M;M;M;M;M;M;C;C;M;M;C;C;M;M;M;M;M
C;M;M;C;C;M;M;0;0;0;0;0;0;0;0;M;M;C;C;M;M;C;C;M;M;M;M;M;M;C;C;M;M;C;C;M;M;M;M;M
C;M;M;C;C;M;M;0;0;0;0;0;0;0;0;M;M;C;C;M;M;C;C;M;M;M;M;M;M;C;C;M;M;C;C;M;M;M;M;M
M;M;M;M;M;M;M;0;0;0;0;0;0;0;0;M;M;C;C;M;M;C;C;M;M;M;M;M;M;C;C;M;M;C;C;M;M;M;M;M
M;M;M;M;M;M;M;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
M;M;M;M;M;M;M;0;0;0;0;0;0;0;0;M;M;C;C;M;M;M;M;M;M;C;C;M;M;C;C;M;M;M;M;M;M;C;C;M
M;M;M;M;M;M;M;0;0;0;0;0;0;0;0;M;M;C;C;M;M;M;M;M;M;C;C;M;M;C;C;M;M;M;M;M;M;C;C;M
M;M;M;M;M;M;M;0;0;0;0;0;0;0;0;M;M;C;C;M;M;M;M;M;M;C;C;M;M;C;C;M;M;M;M;M;M;C;C;M
M;M;M;M;M;M;M;0;0;0;0;0;0;0;0;M;M;C;C;M;M;M;M;M;M;C;C;M;M;C;C;M;M;M;M;M;M;C;C;M
M;M;M;M;M;M;M;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
M;M;M;M;M;M;M;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;C;C;M;M;M;M;M
C;M;M;C;C;M;M;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;C;C;M;M;M;M;M
C;M;M;C;C;M;M;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;C;C;M;M;M;M;M
