0;o;o;0;0;0;0;0;0;0;0;0;0;0;0
0;o;o;0;0;0;0;0;0;0;0;0;0;0;0
0;o;o;0;0;0;0;0;0;0;0;0;0;0;0
0;o;o;0;0;0;0;0;0;0;0;0;0;0;0
0;o;o;0;0;0;0;0;0;0;0;0;0;0;0
0;o;o;0;0;0;0;0;0;0;0;0;0;0;0
0;o;o;0;0;0;0;0;0;0;0;0;0;0;0
0;o;o;0;0;0;0;0;0;0;0;0;0;0;0
0;o;o;0;0;0;0;0;0;0;0;0;0;0;0
0;o;o;0;0;0;0;0;0;0;0;0;0;0;0
0;o;o;0;0;0;0;0;0;0;0;0;0;0;0
0;o;o;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
o;o;o;0;0;0;0;0;0;0;0;0;0;0;0
C;C;o;0;0;0;0;0;0;0;0;0;0;0;0
C;C;o;0;0;0;0;0;0;0;0;0;0;0;0
C;C;o;0;0;0;0;0;0;0;0;0;0;0;0
C;C;o;0;0;0;0;0;0;0;0;0;0;0;0
